question,views,posted
How should be the counseling for other states students like Andhra Pradesh what's the procedure for lpu PG exam.,39,3 years ago
"If  lpu offers lpunest exam for getting admission in B.A.hons music and vocal, what is the sllybus of lpunest exam for B.A.hons musicnvocal?",35,3 years ago
Fees of B.Ed in LPU Delhi.,76,3 years ago
Which is better for Pursuing Mechanical engineering- LPU or CU?,281,3 years ago
Which option should I choose among LPU for CSE or prefer a college through COMEDK for MS in engineering?,127,3 years ago
What is the starting package after doing MBA from LPU in travel and tourism?,106,3 years ago
Which of the two- LPU or Chandigarh University - is better for pursuing MBA - BA-BFE-SHRM?,3400,3 years ago
What is the best course in LPU and has more popularity?,44,3 years ago
Is it true that the student who gets selected in companies from LPU are kicked out by companies after 3-4 years?,41,3 years ago
What is the fee structure of MBA in 2019 in LPU without any scholarships?,83,3 years ago
Is there any LPU Distance learning centre in Jammu.,168,3 years ago
How is the Optometry Department at Chandigarh University compared to that of LPU?,112,3 years ago
Is Lovely Professional University offering a seat for diploma completed students with 70%?,40,3 years ago
Which university is better for Mechatronics- LPU or CU?,141,3 years ago
How is the UITTR Department at Chandigarh University compared to that of LPU?,257,3 years ago
"Which university is better for the course UITHM MBA, Chandigarh University, or LPU?",142,3 years ago
What is better for M.Sc. Mathematics out of CU and LPU?,255,3 years ago
"Which university is better for the course UITHM AAM, Chandigarh University, or LPU?",119,3 years ago
Which university is better for Pursuing BBA LPU or Chandigarh University?,293,3 years ago
Which is the best university for pursuing architecture degree? - CU or LPU?,90,3 years ago
Which is better for Aerospace engineering- LPU or CU?,225,3 years ago
Which is better for a course in physiotherapy- LPU or CU?,338,3 years ago
"Which university is better for UID- industrial design course, Chandigarh University or LPU?",193,3 years ago
Which is better for pursuing CSE course CU or LPU?,83,3 years ago
How many boys and girls are there in a class of CSE first year at lpu?,716,3 years ago
Which is better for pursuing B.Sc. MLT course CU or LPU?,205,3 years ago
"Which university is better for Chemistry course, Chandigarh University or LPU?",107,3 years ago
Which university is better to for the AIT CSE course LPU or Chandigarh University?,178,3 years ago
Which is Better for B.Sc. Nutrition and dietetics- LPU or CU?,145,3 years ago
Which books are needed to crack LPUNEST to get in Diploma courses? I have 70% in 10th.,52,3 years ago
How good is the M.A. English course at CU compared to LPU?,182,3 years ago
Which is the best university for pursuing BE Biotechnology engineering. - CU or LPU?,113,3 years ago
"Which university is better for UILS course, Chandigarh University or LPU?",168,3 years ago
Which is best university for pursuing BE Chemical engineering course CU or LPU?,91,3 years ago
"Which university is better for UID- interior design course, Chandigarh University or LPU?",150,3 years ago
Which is best university for pursuing B.Sc. Hons. Physics - CU or LPU?,160,3 years ago
"Which university is better for UID- Fashion design course, Chandigarh University or LPU?",173,3 years ago
Which is best university for pursuing BE Petroleum Engineering course CU or LPU?,131,3 years ago
"Which university is better for the course UITHM Hotel Management, Chandigarh University, or LPU?",237,3 years ago
"Which university is better for the course UITHM Culinary Science, Chandigarh University, or LPU?",135,3 years ago
Which is better for a course in Forensic Science and Toxicology- LPU or CU?,171,3 years ago
Which is best for pursuing Electrical Engineering course CU or LPU?,129,3 years ago
How is the BCA Department at Chandigarh University compared to that of LPU?,158,3 years ago
Which is better for pursuing MBA - Chandigarh University or LPU?,217,3 years ago
Can I get direct admission in LPU for B.Sc without giving any entrance? I got 84.8%(PCB) in 12th.,397,3 years ago
Do you have any campus in Jammu? I want to study in Jammu only can't attend classes in Jalandhar.,55,3 years ago
Which course and college will be the best as a career option?,193,3 years ago
How much is the fees of M.Sc microbiology in LPU for SC caste students?,65,3 years ago
I just want to join lpu university for m.tech. I have douts about placements . can u guys please give me the details abot placements.,260,3 years ago
What are the BBA exam pattern and syllabus of lpu.,79,3 years ago
Is BBA in international finance good from LPU or can we go with something else?,44,3 years ago
"I am a humanities student have English political science and history economics and home science, am I eligible for this course?",98,3 years ago
How many students for B.Tech in branch for LPU in LPU nest?,69,3 years ago
"Which university among Chitkara, Chandigarh University and LPU provide SAP course inside the university itself?",327,3 years ago
Which university is better for B.Com & M.Com LPU or Chandigarh University?,231,3 years ago
i got 61% in 12 so i take addmission in lpu,40,3 years ago
Is it good to pursue MBA from LPU for a 2 years' experienced employee? What are the opportunities available after the same?,146,3 years ago
For lateral entry B.Tech in EEE is it fine to join Lpu university?,62,3 years ago
Which university is better for Automobile engineering? LPU or CU?,251,3 years ago
How is the design course at LPU and AAFT?,44,3 years ago
Can I do Diploma in CS in LPU after 12th? I am now studying in 12th from CBSE board.,105,3 years ago
"Which university is better for the course B.Sc. And M.Sc. Biotechnology, Chandigarh University, or LPU?",212,3 years ago
I wish to pursue Diploma in IT from Lovely Professional University. Can you guide?,38,3 years ago
Which university is better for B.Sc. CS Lovely Professional University or Chandigarh University?,200,3 years ago
LPU NEST MBA hons Scholarship eligibility.,172,3 years ago
I want to write phase 2 exam of lpu. Can I know the last date for submission.,52,3 years ago
"What is fees of aeronautical engineering in LPU, I got 82% in 12th.",61,3 years ago
"Which University is better for CSE, Chandigarh University or LPU?",60,3 years ago
I have completed B pharmacy I would like to give mtech in food technolgy so please say I am eligible or not for that ???,139,3 years ago
Lpu university is good for Diploma.,33,3 years ago
How is the atmosphere of LPU? I am interested in doing PG.,120,3 years ago
Are there any students in Diploma in CS branch in LPU from UP?,50,3 years ago
Is 2 year Diploma in computer science after 12th from LPU valid for admission through lateral entry in other colleges of India?,125,3 years ago
Can you provide all study materials.,51,4 years ago
Can I get migration from another university to LPU? I am a research scholar and already completed my course work subjects.,182,4 years ago
If I have done M.A. English can I take B.Ed M.Ed Integral Ted course.,29,3 years ago
Graphics is important for CSE students? If I buy a HDD laptop then should I face a lot of problems?,115,4 years ago
"Can I pursue M.Sc in IT from LPU after completing B.Sc in CZG? Which course has a better scope, M.Sc in zoology, chemistry or IT?",485,4 years ago
"Which one to choose for MBA in finance: LPU or Jaipuria, Noida?",210,4 years ago
Am I eligible for the his course. I'm an civil engineer,9,4 years ago
What is the average number of boys and girls in a class of B.Tech CSE first year at lpu?,90,4 years ago
Which course should I choose: PharmaD or food technology (B.Tech or B.Sc) and where: LPU or Delhi University?,349,4 years ago
I want admission in Ph.D. microbiology in LPU. Tell me the procedure. Scholarship etc.,73,4 years ago
What is the highest and average package offered by lpu in B.Tech. Food technology and by which company?,39,4 years ago
"I am a non-GPAT candidate, which colleges can I join (eg. LPU type) for Master in Pharmacy(pharmaceutics) with any entrance exam?",55,4 years ago
Is Lovely Professional University good for Ph.D program in pharmaceutical chemistry?,253,4 years ago
Mess charge in lpu Jalandhar.,42,4 years ago
Can msc microbiology can be done in distance education under lpu,70,4 years ago
What eligibility is needed to continue an MBA under dual degree BBA+MBA from LPU after completing BBA?,117,4 years ago
I have done B.Sc and want to do MBA in tourism and hospitality management. What is the fee structure for Karnataka students?,89,4 years ago
What is the ratio of seats between boys & girls in Bachelor of Planning?,69,4 years ago
Lm thapar school of management or lpu for MBA.,114,4 years ago
What eligibility do we need to have for MBA after BBA from LPU for dual degree BBA+MBA?,101,4 years ago
Can I transfer my university from LPU Punjab to Mumbai University after the second year in B.Tech?,118,4 years ago
What will be my fee per year at LPU for B.Arch by scoring 93 in NATA and 96%in 12th.,87,4 years ago
"If I am doing Diploma after 10th and have filled the form of LPU after appearing for 12th, will I be granted admission if I pass out?",86,4 years ago
"I have got 7.70 marks in GATE 2019, can I get admission in LPU for M.Tech in geotechnical engineering?",58,4 years ago
I am from nepal and wanted to apply at lpu for BBA in international business. Can you suggest and can I apply for abroad study.,43,4 years ago
Which one is better MBA from LPU distance education or Regular MBA (Part time) from GNIMS or other institute?,89,4 years ago
"I have lot of interest in nanotechnology and scored 68 in JEE, so I want to go to LPU or Amity University for B.Tech in nanaotechnology.",63,4 years ago
Is there no benefit of doing M.Sc from LPU or any other private college?,126,4 years ago
Will I be able to survive in B.Tech biotech in LPU without having maths in 12th?,56,4 years ago
I got 97% in boards. Will I get 100% scholarship in lpu university.,36,4 years ago
"I've 7 CGPA in B.Sc in agriculture & am a graduate from Lovely Professional University. Within a month, I will graduate. Can I join M.Sc her",949,4 years ago
bsc aviation ki sc category k liya kitni fees hai?,35,4 years ago
Does LPU provide scholarship for B.A LL.B lateral entry?,41,4 years ago
Hi Im looking for Distance MBA in operations & thinking of lovely professional university. Is this university recognised UGC or AICET?,82,4 years ago
"Which is best for B.Tech+M.Tech, ITM - Gwalior or LPU?",182,4 years ago
Which college is best for BBA in travel & tourism iittm or LPU.,152,4 years ago
Do you offer any distance course or short term course for 6 month duration for architect design?,93,4 years ago
Are the classes conducted on weekly basis or on weekend for working professional?,59,4 years ago
Can I get admission in B.Arch in LPU on the basis of 10+3 Diploma having 61% marks in it and 93 marks in NATA first attempt?,45,4 years ago
How are the placements for M.Sc. Food Science and technology in lpu?,24,4 years ago
"My niece is doing her B.Tech in LPU, Punjab. Is it possible to migrate her to a deemed university in Chennai due to my job transfer?",86,4 years ago
Can I pursue my 2nd year through distance education in Ludhiana from any decent college? I have completed my 1st year of BBA in LPU.,146,4 years ago
Can Anyone Tell Which are The College's Who Take Admission if I Pass 12 From NIOS? Os LPU Take Admission?,53,4 years ago
What is the pass percentage for M.Sc. Food Science and technology in lpu.,11,4 years ago
LPU provide M.Sc. Nursing in forensic Science? Is it good to have to PG degree from that college?,88,4 years ago
"Ph.D. in Math. I have completed M.Sc. In Applied Math. From WBUT. I am not employed. So, the course fee of Rs.2.37L may be exempted.",67,4 years ago
"My UCEED 2019 rank is 450, the category is OBC-NCL. Can I get admission in LPU?",175,4 years ago
What is the actual total fee? You said the total fee is Rs 2.50 lakhs but on the official website it shows 60 thousand only.,37,4 years ago
Is there any age criteria for this course?,198,4 years ago
"Which one is better LPU or NMIMS, Mumbai for integrated MBA family business management course?",746,4 years ago
What is the total fees for Diploma + B.Tech in LPU?,77,4 years ago
When will be the exam if I apply for it? At what time exam will be held? What about the classes?,57,4 years ago
What are the marks required in CLAT for applying in LPU?,296,4 years ago
Can you plz tell me why it was asking 10000 Rs to deposit.. It was for direct admission or anything else in Lovely Professional University.,157,4 years ago
"I'm a student of 2nd semester in RIMT, can I migrate to Lovely Professional University after 2nd semester?",134,4 years ago
How much is the passing percentage for M.Sc food technology in LPU?,113,4 years ago
"Hello, I passed 12th this year with 47.8% in science stream. Am I eligible to get admission in this university for graphic design course?",126,4 years ago
When will the forms for B.Tech lateral entry 2019 come out in LPU? I am in Diploma final year and pursuing electrical engineering.,62,4 years ago
Is himalayan university graduation certificate eligible for mba in lpu?,97,4 years ago
Can I get admission if my post graduation result is awaited?,641,4 years ago
If anyone does MBA in HM from LPU what knowledge would be provided basic or management?,83,4 years ago
How can I get admission in LPU for Ph.D in physics? Is it compulsory to pursue M.Phil before doing Ph.D?,51,4 years ago
I scored 10 GPA in intermediate and would like to join B.Tech CSE four years course in LPU. Am I eligible?,50,4 years ago
What is the admission process of INIFD? Is its fee more than LPU for fashion designing?,47,4 years ago
I am doing bsc. In chemistry this is my last year....am i eligible to take msc in biotechnology in this university?,429,4 years ago
What is the fees to take admission in M.Sc Biotechnology in Lovely Professional University ? What is the procedure to apply in this?,71,4 years ago
"Does Lovely Professional University offer any course for students who choose commerce with CSC? If yes, what is the average marks to get in?",44,4 years ago
Can you provide all the information about Ph.D?,100,4 years ago
What is the total fee for B.Arch and also the hostel fee?,179,4 years ago
I am a B.Sc-IT 3rd year lateral entry student from PTU. Is it possible to get migration in LPU in the 5th semester?,95,4 years ago
"Can I give a civil service, UPSC or central service exam if I graduate from Lovely Professional University?",233,4 years ago
What is the minimum percentile of CAT to get admission in LPU,306,4 years ago
Is there placements of msc forensic science in lpu available or not? And if available please give me the details of companies who visited,63,4 years ago
Should I go to lovely professional University for dual degree BBA and MBA? How is it here. And placement?,51,4 years ago
"Which is better for Ph.D. in CSE, LPU Phagwara or RIMT, Gobindgarh, I have GOT admission at these places have to choose one in two days?",68,4 years ago
Is Lovely Professional University the best option for B.Sc MLT through lateral entry mode? Can you suggest some other colleges for the same?,195,4 years ago
What is the admission process of INIFD? Is its fee more than LPU for fashion designing?,27,4 years ago
Girls Hostel charge in lpu for 2 seater air cooler and other charges like laundry gym.,48,4 years ago
I was unable to fill the admission application. Can i fill it now or how i can i find out the fee structure including  Scholarship,44,4 years ago
Can i obtain an international degree from lpu in cse with a partner university of lpu through foreign collaboration? Please give info.,165,4 years ago
What are the requirements for Master's in nutrition and dietetics in lovely professional University as a international student?,29,4 years ago
i m looking for LL.b(3 year) course after my btech(cse)from lpu. As everyone saying it is bad decision. Can u help me how good nd bad it is?,62,4 years ago
Which university is better for Diploma engineering between LPU & PTU?,102,4 years ago
Is there any graduation courses for stock marketing?,95,4 years ago
what is  total fee for mba and per semester wise  in different sites different price is showing,26,4 years ago
Which is better B.Sc. Food technology from DU+M.Sc from CFTRI or B.Tech food technology from LPU?,100,4 years ago
What is the criteria of admission in PU for B.P.Ed course.,254,4 years ago
What are marks I should score in intermediate and NATA exam to get seat in lpu university.,98,4 years ago
"How much will it cost for B.Sc. Computer Science in lovely professional university that is school fees, hostel and mess fees?",46,4 years ago
What is the highest package offered by lpu in B.Tech. Food technology and by which company?,19,4 years ago
Maine B. Des mei apply kiya tha LPU mei LPU-NEST ka exm diya 30%scholarship mila to kitna fee ho jaega r kitna tha phly plzz btaiye.,84,4 years ago
Which is better for BTech in automobile engineering among PSG college of technology and Lovely Professional University?,20,4 years ago
Is masters from LPU on the basis of distance education recognised by the G.N.D.U. for french course?,61,5 years ago
How many periods were held for MBA IT? Can an average student get a good placement in MBA IT?,83,5 years ago
Can a person with a voice problem survive in LPU?,32,5 years ago
"Sir, can I please get the previous question of entrance exam of LPU for lateral entry students?",16,5 years ago
I've done M.Com from LPU through distance for the purpose of UGC NET but am I not eligible for it acc. to Kurukshetra Univ. or am I?,291,5 years ago
"What are the highest packages offered in LPU for B.Sc in airlines, tourism and hospitality?",38,5 years ago
Can you guide me in this regard & suggest the best one? My son is interested in doing M.Tech Designing & Urban Development course.,137,5 years ago
How is the course M.Sc food science and technology in LPU? Is there any industrial exposure?,194,5 years ago
Can I study B.Ed in distance mode?,349,5 years ago
How are the placements and faculty of agribusiness management at LPU?,841,5 years ago
Is there any way to minimize the hostel fee?,405,5 years ago
How can I study as I am studying 10 hours daily but couldn't qualify JEE Mains? How can I study to get good marks in GATE exam?,115,5 years ago
Can I study B.Ed in distance mode from LPU?,148,5 years ago
When will the forms for the scholarship be out in LPU for fashion design? Please tell.,66,5 years ago
"Now, I am pursuing B.Tech computer science, so can I join LPU for M.Tech or can I join another college without required GATE score?",95,5 years ago
Do I have to get above 90% in 12th standard to get a seat in LPU and how should I prepare for the entrance of chemistry honours in LPU?,163,6 months ago
If lpu also gives scholarship of 1.5 lace then I would love to know upto what amt I would hav 2 spend more for doing mba there?,59,5 years ago
Is M.Sc criminology available in LPU?,113,5 years ago
How and what to prepare for the BVA entrance of LU?,91,5 years ago
I have completed MCA. Can I take admission in Ph.D at LPU? I haven't completed NET/JRF.,172,4 months ago
I have completed Diploma in agriculture. Can I join BBA in LPU? I am from Andhra Pradesh.,119,4 months ago
Can a working professional continue with integrated B.Ed along with a job? I am a working professional and want to study and work both.,104,5 years ago
Is it worth to do part time MBA from LPU? Is LPU approved by UGC for distance education?,90,5 years ago
"I have heard that LPU has only placements in MBA marketing, then what about MBA IB, banking and financial markets?",55,5 years ago
Can I apply for M.Sc biotechnology? I am pursuing zoology honors. Please tell.,56,5 years ago
What is the hostel fees per year?,521,5 years ago
Is there a course of BBA in event management?,112,5 years ago
Can I get admission in B.Tech aeronautical engineering after completing Diploma in mechanical engineering?,102,5 years ago
Is it good to pursue Distance MBA from LPU?,2200,5 years ago
"Presently, I am pursing B.Tech 3 years course in Lovely Professional University and planning to pursue Master's in Germany.",42,5 years ago
Which university is best for B.Tech in food technology LPU or Sam Higginbottom University of agriculture and science?,212,5 years ago
Can I pursue M.Tech in mechanical through distance? I am a working professional.,151,5 years ago
Does LPU send B.Tech food technology students abroad or provide exchange university programme?,73,5 years ago
Can I get admission in LPU? I have 76% in 12th.,321,7 months ago
Does LPU offer B.Tech in bioinformatics?,241,5 years ago
Can I take admission in LPU for the course B.A LL.B? I got 65% in 12th.,234,a year ago
Can I fill PSEB 12th class improvement exam of two subjects and BCA course side by side in the same year 2018?,147,5 years ago
Is there a branch of LPU in Delhi?,184,6 months ago
"Should I go for regular or distance MBA? If regular, can I get direct admission in LPU or any reputed college? Please suggest me.",49,5 years ago
Can you tell me the date when LPU will start the classes for B.Sc agriculture?,51,5 years ago
Is LPU best for MBA-IT in terms of placement or not?,78,5 years ago
I got 40% in CBSE 12th. Can I get admission in LPU for B.A mass communication and journalism?,341,5 months ago
Is GNDU affiliated college a good choice for BCA?,105,5 years ago
How is B.Tech food technology in LPU?,100,5 years ago
From when the M.Sc in hotel management course started in LPU and when will the academic year start for the year 2019-20?,43,5 years ago
What can I expect as a fresher after doing M.Sc in hotel management from LPU? What package can I expect at the age of 24 in this field?,58,5 years ago
When is the college starting for B.Sc agriculture course?,203,5 months ago
I am Sri Lankan and want to do Ph.D in mathematics. Can you let me know the procedure?,38,5 years ago
Is BBA international finance from LPU same as BBA international business?,52,5 years ago
Can I get a seat in B.Sc home science? My 10+2 percentage is 55% in medical.,41,5 years ago
Right now I am pursuing B.Tech CSE 2nd year from IPU. I want to clear GATE exam. How can I start my preparation from now?,111,5 years ago
"Does Mewar University, Rajasthan offer MBA in Healthcare Management correspondence? Is it beneficial to do?",75,5 years ago
Am I eligible for JEE Mains & Advanced after completing diploma from Lovely Professional University?,82,5 years ago
Can I opt for distance education for BBA (Hons.) in LPU after completing 1st year of BBA (Hons.)?,49,5 years ago
Is MBA in hospital management and healthcare available through distance education? I have done B.Tech and working in healthcare(marketing).,220,5 years ago
I want to pursue film television production course from LPU but it was 3 years course and in Mumbai only of 1 year. Which place is better?,18,5 years ago
How many marks are required for taking admission in CU?,38,5 years ago
How can I change my section in 2nd year in LPU?,1100,5 years ago
What is the meaning of GNDU affiliated college? Is the certificate given by GNDU and is rank of college is equal to GNDU?,92,5 years ago
I am the final year of my BBA in LPU with an aggregate of 60%. How can I get admission in GNDU?,49,5 years ago
Should I join AICTE approved college or UGC approved university? I want to pursue B.Tech civil. Please suggest me.,91,5 years ago
Can I get admission in M.Sc zoology at LPU now in this month? I have 69% in 12th and 60% in B.Sc.,100,5 months ago
"If I have not filled the entrance exam form as the last date has gone, so is there another way to take admission in LPU?",166,6 months ago
Can I get information about MBA hospital and healthcare management? What packages do students get in this particular stream after placement?,59,5 years ago
Is it useful to do M.Sc in Hotel Management from LPU at the age of 22 to get into hotels as I've done graduation in BMS so it would be new?,53,5 years ago
How many students are there in the 1st year of CSE branch?,145,5 years ago
Is there any internship for B.Sc biotech students at LPU?,82,5 years ago
What is the syllabus for M.Sc in microbiology entrance test at Lovely Professional University?,234,5 years ago
Is 12th class result of Rashriya Shikha Parishad valid to take admission in B.Tech in LPU?,77,5 years ago
I am from Bangladesh and recently completed graduation in nutrition & dietetics from LPU. Can I apply for M.Sc food science & nutrition?,64,5 years ago
Which Diploma or certificate course can I do with BBA (IT) for better C.V?,49,5 years ago
Now I am studying in MBA 2nd year from YCMOU Open University but I want to do B.Sc from IGNOU+LL.B from Lovely Professional University.,48,5 years ago
If I pass B.Sc physics from LPU then the certificate will be valid in Odisha government?,38,5 years ago
I wanted to study B.Sc airline tourism and hospitality management. Which one is better between LPU and Chandigarh University?,34,5 years ago
"I have got 89.71 aggregate in last year Diploma, so can I apply for aerospace engineering in LPU for direct second year?",159,5 months ago
Should I pursue M.Sc in IT from LPU? Is it better to learn Java or PHP language from any reputed institute?,119,5 years ago
"Which university is good at placements for food and nutrition, out of LPU, MMDU & Bansthali?",41,5 years ago
Is it good to do B.Sc in airlines tourism & hospitality management? I am passionate about tourism. Is there placement in LPU in this stream?,47,5 years ago
Which course is better - dual degree or integrated MBA?,94,5 years ago
Is there is any GATE or GRE coaching in LPU?,85,5 years ago
How is the faculty and study environment in LPU as the student crowd is huge? What is the strength of one section?,53,5 years ago
"Is it good to pursue B.Sc (airlines, tourism and hospitality) from Lovely Professional University? How are the placements?",75,5 years ago
Am I eligible to study in Australia? I have done B.Sc IT (distance) from LPU.,119,5 years ago
Do students get sufficient gym time to workout despite such huge strength of students? Do teachers teach well here? How is its campus life?,23,5 years ago
Which one is better between UGC and AICTE? I want to do MBA-HR.,49,5 years ago
When will the classes begin for automobile engineering Diploma in LPU? What is its fee structure and what is its payment method?,17,5 years ago
can i get direct admission in diploma,52,5 years ago
Which is better between B.Com LL.B. {hons} and B.Com {management accounting and international finance}?,29,5 years ago
How are the placements of lovely professional university for BBA (h)+MBA dual degree programme?,24,5 years ago
How many seats are there in B.Tech CSE at LPU for fresher in 2018?,228,5 years ago
Can I get direct admission for M.Sc in biotechnology? I have completed B.Sc in microbiology(Hons.).,45,5 years ago
What is the total fee for doing MBA in LPU with hostel charges?,77,5 years ago
What is the fee structure for B.Sc in agriculture in LPU? Can I know the hostel charges too?,31,5 years ago
Which is the best suited course in LPU? I have completed Diploma in mechanical engineering.,35,5 years ago
Does LPU provide B.Com through correspondence?,98,5 years ago
When is LPU counseling?,26,5 years ago
What is the requirement to take admission in M.Tech? Can I take admission in M.Tech after doing BCA & PCDCA?,345,5 years ago
Is M.Des multimedia a new course in LPU? How are the placements in the same?,26,5 years ago
What is the average package offered for MBA in agribusiness in LPU?,84,5 years ago
I got 940 in IPE. Can I get a seat in LPU?,114,5 years ago
"Which college should I choose among Northern University, HMR and JIIMS for B.Tech in CSE as I am getting them with a rank of 4275 in IPUCET?",65,5 years ago
How many students appear for LPU-NEST on an average? Is the question papers for B.Tech and B.Sc. agriculture same?,882,5 years ago
What is the course credit for business communication course in LPU?,131,5 years ago
"How much will I have to pay for the full course of B.Tech in CSE, including hostel, mess fee and all other expenses if I get 72% in 10+2?",230,5 years ago
"I am from Lucknow, and I want to apply for tour and travels course, so can I get your contact details for a detailed discussion on the same?",54,5 years ago
When are LPU results going to be out?,50,5 years ago
I am doing M.Com from IGNOU. Can I do B.Ed on that basis in one particular subject?,120,6 years ago
"If I take admission in LPU then, is there any chances to join universal music of India and produce our album over there?",44,5 years ago
Can I get fee details of both the semester and hostel? Done Diploma in mechanical and having 92%.,57,5 years ago
I got rank 14146 in LPUNEST 2018. Can I get admission in LPU in computer science and engineering?,54,5 years ago
Have 9 backlogs in the final 7th year. What happens I if can't complete the degree in the maximum 7 years allowed? What options do I have?,584,5 years ago
What placement opportunities are given to students in India after completing M.Des from Lovely Professional University?,83,5 years ago
Can I do MCA through lateral entry? I have done B.Sc in computer science.,183,5 years ago
Does LPU change their fee every year for a new batch?,77,5 years ago
Is the exam patter for MCA same for LPU and LPU distance education?,115,5 years ago
What are top universities or colleges in India for M.Sc electronics?,46,5 years ago
"Can I get the address of Lovely Professional University, Bangladesh admission office?",150,5 years ago
Am I eligible to apply in LPU if I get 90+ in PUC 2? I scored 78% in 10th.,36,5 years ago
Which is a better college to pursue MBA in travel and tourism among LPU and GEMS B School?,65,5 years ago
I have cleared CA CPT. Can I get admission in LPU with scholarship without LPU-NEST?,74,5 years ago
Will LPU accept the improvement exams marks of Maharashtra board?,61,5 years ago
I couldn't qualify JEE Mains and BITSAT. Can I beat the salary package of my friends who are studying in BITS? I am doing CSE from LPU.,134,5 years ago
Is 90% enough in PUC to get direct admission in LPU?,29,5 years ago
I have got 6k rank in LPU. Which branch can I get?,17,5 years ago
"Is lovely professional university distance education,Dwarka fake?",369,5 years ago
Which course is better B.Tech biotechnology or forensic science? I have recently given 12th board exam.,1000,6 years ago
I wanted to know the total fees including hostel fees per annum.,671,6 years ago
I have chosen LPU to do B.Tech CSE. I'm in dilemma to choose either B.Tech or B.Tech honors. Is there any variation in getting placements?,16,5 years ago
What is the CAT cut-off for LPU? What is its admission procedure? Do they provide placements?,1000,6 years ago
"I want to be an astrophysicist. If I am getting admission in LPU, is it preferable for me or should I do something else?",243,6 years ago
"Which engineering branch should I opt for in LPU, CSE or mechanical engineering?",52,5 years ago
"How good is Institute of Entrepreneurship, Delhi that provides a certificate course or I should look for LPU?",69,6 years ago
"Is 1-year LL.M valid in India? I did LL.B from CCSU, Meerut.",51,5 years ago
I want to be a news anchor. I am a graduate in B.Sc with 54%.,92,6 years ago
I am doing Diploma at electrical from Bangladesh & want to do engineering in EEE. Which university will be suitable for me? How is LPU?,72,5 years ago
Can anyone name aerospace labs in LPU?,85,6 years ago
Where from can I get the BBA study materials of LPU?,96,5 years ago
I got 40k rank in LPU. Can I get CSE?,38,5 years ago
Which is better among mechanical and mechatronics engineering in terms of better scope and placement at Lovely Professional University?,138,6 years ago
Is there Kannada subject in MBA to write an exam?,234,6 years ago
Is construction management course available online or as distance education program?,101,5 years ago
Are there any girls this year in B.Tech IT at LPU?,70,5 years ago
What all jobs are available after completing M.Sc from Lovely Professional University?,113,6 years ago
Has the faculty of B.Arch extended course duration to 12 semesters starting in 2018 at LPU?,27,5 years ago
"I got 10 CGPA in 10th & appeared in +2 with math, economics, & legal studies. Hoping to score 85+%.",53,6 years ago
Can I do Masters (regular) in Germany after BCA through distance learning from LPU which is UGC recognized?,557,6 years ago
"Which college is better for PGDM in health management: IIHR, New Delhi or LPU, Punjab? Please reply soon.",89,6 years ago
I have done MBA through distance education from LPU Punjab. Am I eligible for UGC-NET?,738,6 years ago
"I have done my B.Com with 52% marks from LPU via distance education, can I apply to Canada for further study?",165,6 years ago
Does LPU campus has MBA sports management or not?,48,6 years ago
I am a final year Diploma mechanical engineering student at LPU. Am I eligible for DTU lateral entry exam?,66,6 years ago
"I have done my M.Sc in IT through distance from LPU, Punjab. Am I eligible to appear for NET or not?",19,6 years ago
Will LPU accept May MAT 2018 marks for getting admission in 2018-10 session?,138,6 years ago
"I'm doing B.Tech CSE from LPU & am in the first year. Also, I want to take admission in IIM after B.Tech. How can I start preparation now?",50,6 years ago
How can I get direct admission in LPU through board merit?,42,6 years ago
Can you please send me the address of LPU counseling office in Haldwani?,94,6 years ago
What is the fee for SC category? I want to do Diploma in architecture.,45,6 years ago
I am a student of 2nd PU studying in Mangalore & have my KCET exam on April 18 &19. Is it possible that I can attend LPU test after April 19,116,6 years ago
Can I get admission in Ph.D. if I don't clear the entrance exam?,158,6 years ago
I did B.Com from School of Open Learning with 52%. Can I pursue M.Sc in IT from LPU?,64,6 years ago
"Does LPU offer correspondence courses? I want to take admission in LPU, Jalandhar. What is the procedure followed for admission?",47,6 years ago
"I am willing to join LPU but I am little confused by the ""scholarship for toppers of educational boards. Can you explain?",126,6 years ago
What is the difficulty level of the questions asked in the Ph.D. entrance at LPU? How to prepare as I want to take admission in Ph.D.?,104,6 years ago
What is the placements scenario in Lovely Professional University for M.Tech in construction management?,99,6 years ago
What actual job will I get doing this course?,107,6 years ago
Will LPU offer B.Tech next year? I am a final year Diploma in electrical engineering student.,69,6 years ago
I have passed 12th with PCB and want to take admission in BBA or BCA  at Amity or LPU University. Can I get admission in BBA or BCA?,109,6 years ago
Can I get a lateral entry in 2nd year in Northern college or LPU if I have done 1st year of engineering and what is the procedure?,71,6 years ago
How can I get migration certificate? I have done M.A in English from LPU. Did M.A in English in the year 2015.,40,6 years ago
"I am currently pursuing 2nd year of B.Tech from LPU, Punjab and would like to continue B.Tech from USA. What is the procedure for the same?",68,6 years ago
Can I join this institute after completing 1st year of BCA?,50,6 years ago
What is the procedure and syllabus of the entrance test? I want to take admission in LPU for M.Tech food technology.,48,6 years ago
Is LPU good for IT engineering?,144,6 years ago
What is the syllabus of LPU in first semester?,134,6 years ago
Is it true that this year LPU have admitted 10k students in CSE?,112,6 years ago
How I can join ISRO after completing my B.Tech from LPU in CSE branch?,140,6 years ago
I have given improvement exams of 3 subjects. Can I get admission in LPU or DTU with 68% in 12th?,52,6 years ago
