question,views,posted
Among lpu and inifd Indore which one is better for fashion designing.,28,2 years ago
What is the global scope with high packages for students studying in B.A. Journalism & Mass Communication at LPU?,296,2 years ago
"To study B.Tech in computer science engineering (specialisation in Bioinformatics) or CSE, which is a better college: VIT, Jain or LPU?",547,2 years ago
Is srm good or lpu good for CSE.,32,2 years ago
How many subjects and chapters are there for B.Sc honors in agriculture?,25,2 years ago
"Which is the best university for mechanical engineering: Chitkara University, Rajpura or Chandigarh University?",42,2 years ago
Which is a better university to pursue B.Tech in CSE among LPU and Amity University?,23,2 years ago
"Which is the best university to pursue MBA, Christ University or LPU?",622,2 years ago
How is LPU for B.Sc economics honors & it's placement?,218,2 years ago
"How is LPU for MBA? Is it a good option? How is it in terms of fee, campus and placement?",36,2 years ago
How is the quality of education and atmosphere at LPU? What is the placement record?,262,2 years ago
"Which is a better college among VIT, Vellore and LPU?",298,2 years ago
What is the procedure to get admission in LPU for mechanical engineering?,46,2 years ago
Is it a good choice to pursue B.Tech in CSE from LPU? How can I choose a good college for B.Tech in CSE?,65,2 years ago
Can I get admission in LPU?,24,2 years ago
"Which college is better for CSE amongst LNMIIT, Jaypee and LPU?",472,2 years ago
What is the placement record of agriculture course in LPU?,57,2 years ago
Lpu or kanchi University which is best? And what is the highest package in kanchi University?,94,2 years ago
Is there good placement in CSE branch at LPU?,97,2 years ago
"Which is a better college to pursue CSE, LPU or LNMIIT?",519,2 years ago
How are the studies & placements at LPU if CSE is pursued?,61,2 years ago
"Which is the best college for B.Tech among CV Raman, Kalinga and LPU?",220,2 years ago
Is GMAT test important to get admission in Lovely Professional University in MBA?,110,2 years ago
Which university is better for B.Tech among LPU and Chandigarh University?,88,2 years ago
Is it worth pursuing B.Tech CSE from LPU?,69,2 years ago
Can I migrate in LPU from my university being a international candidate?,22,2 years ago
"Which institute is better among LPU and Jaypee, Noida?",42,2 years ago
Which university is better for B.Sc chemistry (Honours)- Sharda or LPU?,263,2 years ago
Is GMAT valid in LPU? What is the graduation percentage required for the MBA programme at LPU?,23,2 years ago
Which college is best between MIT and LPU?,476,2 years ago
What is the maximum package that students of CSE get at LPU?,114,2 years ago
When i get placement do i settle in Delhi already or will i move to any other states.,103,2 years ago
"Which one is better for MBA-HR, poornima university . or LPU, punjabdoon business schoolrafells universityjaipur natonal university?",332,2 years ago
What's the benefit of pursuing B.Tech CSE from LPU?,48,2 years ago
I got 58% in arts stream in 12th. Can I study 5 years integrated B.A. LL.B. Course in LPU?,46,2 years ago
Which is best in terms of placement: Doon Business School vs LPU?,29,2 years ago
Which is best for B.Tech CSE: Thapar University or LPU? Which will provide better scholarship?,42,2 years ago
"Which among LPU, Pearl Academy and Soft Academy is best to pursue fashion designing?",680,2 years ago
Which one is better for CSE among IEM-Kolkata and LPU?,84,2 years ago
"I am interested in Fashion Designing, which university will give me better opportunity. Please suggest Benett or LPU.",20,2 years ago
How is Lovely Professional University for B.Tech in computer science?,151,2 years ago
"Which is the best college for pursuing B.Tech in ECE, NIT, Jalandhar, LPU or Thapar?",99,2 years ago
Which university is better among LPU and Vignan University?,43,2 years ago
Which college among LPU and BVP is better in terms of placement for CS branch?,29,2 years ago
Which is the best college in Delhi to pursue Bachelors in journalism? Which is a better college among LPU and Amity University?,171,2 years ago
Will LPU help me if I want to go for summer school in a particular university abroad?,25,2 years ago
"Which University offers the best course in M.Sc. Economics - Chandigarh University, LPU or Amity University?",13,2 years ago
"Which university is good in terms of placement, Manipal University or Lovely Professional University?",184,2 years ago
Is LPU the best college to pursue B.Com?,60,2 years ago
is lpu best in placements or not?? btech,41,2 years ago
Can you provide some information about the quality of education provided for B.Sc in forensic sciences at LPU?,59,2 years ago
What is the procedure of getting admission in lovely professional university for engineering ..n how much marks would be needed in 12 th?,127,2 years ago
Which university Certificate in BBA has more value LPU vs Manipal vs SRM vs Sharda vs Amity vs Symbiosis?,93,2 years ago
"If my college isn't AICTE certified, will it affect me from getting government jobs?",166,2 years ago
"Which is a better university for engineering among LPU, Amity and petroleum university, Dehradun?",171,2 years ago
Which is the better college for B.Tech in CS among LPU and SRM – Chennai?,183,2 years ago
How is Lovely Professional University for B.Tech?,120,2 years ago
"Is it worth to pursue computer science engineering from LPU? If not, can you suggest some colleges for the same?",69,2 years ago
Is LPU a good choice for civil engineering?,26,2 years ago
Which one is better: Amity or LPU?,87,2 years ago
"Should I go for CSE at LPU or UPES or BITS-Pilani in terms of faculty, placement, etc.?",511,2 years ago
Is srm main campus better university or lpu for CSE.,237,2 years ago
Can you suggest the best fashion designing colleges in India?,23,2 years ago
Any scholarship is available or not?? Which aspirants take scholarship?,307,2 years ago
Which college is better for B.Tech in CS among LPU and Galgotias?,58,2 years ago
"Which college is better LPU or SJCIT, Bangalore for CSE?",105,2 years ago
Am I eligible to get admission in Lovely Professional University? I wanted to know that the university is good or bad and why?,37,2 years ago
"Which institute is better for CSE among DIT, Dehradun and LPU?",204,2 years ago
How is LPU for pursuing engineering in CSE?,73,2 years ago
"Which university gives best placement Amity University, Lovely Professional University or IBS, Bangalore in MBA finance?",62,2 years ago
Which college is better among LPU and NIT to pursue CSE?,233,2 years ago
"Which college I choose for CSE lpu, DIT or Bharti vidyapeeth Delhi?",85,2 years ago
"Which college is good for MBA amongst LPU, IMED Pune, IPS Jaipur and Yashaswi's IIMS in terms of placement, faculty, sports and internship?",254,2 years ago
Which are the colleges for B.Sc chemistry and best of them in north India?,130,2 years ago
Which institute is better among SRM and LPU?,308,2 years ago
How is Integrated Law Programs - B.A. LL.B (Hons. ) in LPU in terms of Academics & Placement?,51,2 years ago
Which college is better for CS LPU or AKGEC?,130,2 years ago
Tell something about Research and Innovation projects at LPU?,31,2 years ago
Does this college provide 100% placements?,73,2 years ago
"Which is a better college for mechanical engineering, Lovely (LPU) or MS Ramiah?",69,2 years ago
Which one is better for B.Tech CSE among LPU and VNR Vignana Jyothi Institute of Engineering and Technology?,268,2 years ago
Is it a good choice to pursue MBA from LPU? How is its placement assistance?,193,2 years ago
Is it a right decision to pursue B.Tech (CSE) from LPU as I've heard that it is not offering good placements from a long time?,175,2 years ago
What is the placement record for B.Tech CSE?,75,2 years ago
Is it a good choice to pursue MBA from Lovely Professional University? Will the experience be worthwhile?,65,2 years ago
Is B.Tech degree on CSE from LPU is valid for government job.,57,2 years ago
Which one is better for hotel management among Panjab University and LPU?,292,2 years ago
"Which is better Lovely Professional University or Amity University, Noida or Llyod Law College for law?",226,2 years ago
"can i get into lpu i studied commerce with ip(informatics practices)
got 88% in 12th (cbse)
can i get scholarship without giving lpunestexam",15,2 years ago
I got CGPA 9.82 and I got 78.55 jee mains score,443,2 years ago
What is the admission criteria for admission in LPU ?,65,2 years ago
Can I get admission now in 2017 batch? I had scored 67% in +2.,86,2 years ago
Which is the best college among LPU & Manipal University for MBA?,246,2 years ago
"I got 42%tile in jee mains ,and I'm belongs to SC category,can I take admission in mechanical engineering..",227,2 years ago
When to apply for admission in LPU? If I apply in May will I get a scholarship if I score good percentile in JEE?,247,2 years ago
What salary package can I get after completing BBA from LPU?,269,2 years ago
Can I get direct admission in LPU for MBA? I got 72% in final year of graduation but in the 1st & 2nd got between 50-55%.,183,2 years ago
What is the total fee for MBA finance in LPU (lovely professional university)?. And I heard that their program consist of 6 terms is it true,155,2 years ago
Which university is better for B.Tech in CSE?,60,2 years ago
With rank 883662 in JEE Main can I get in lpu at CSE general category.,85,2 years ago
"Which is a better university to pursue B.Tech, LPU or SASTRA University?",594,2 years ago
Can we write improvement or betterment exams in Lovely Professional University?,957,2 years ago
Is it worth to pursue MBA from LPU? Why should I choose LPU for MBA?,56,2 years ago
What are the fees structure in LPU for CSE for 2018 batch?,81,2 years ago
Which is a better option for B.Sc. In hotel management among SRM and LPU?,25,2 years ago
"Which college is best for BBA: LPU or Apeejay College, Jalandhar?",294,2 years ago
Is CMR Institute of Technology good for ECE through COMEDK or prefer going to LPU?,74,2 years ago
"Which university is better, Amity University, Kolkata or LPU?",431,2 years ago
How is Lovely Professional University for B.Tech?,71,2 years ago
Is there any entrance exam for M.Com at Lovely Professional University?,119,2 years ago
What should be percentage in 11th and 12th class in commerce to join the B.Sc game design in LPU University?,188,2 years ago
Which is a better university among LPU and DAV University for B.Sc (Hons) in Chemistry?,306,2 years ago
How is aero space engineering in LPU? Does it have infrastructure and faculty to support such a programme?,160,2 years ago
I got 518.50 composite mark in MAT can I get admission in there,40,2 years ago
Can I get a seat in LPU based on JEE score in aerospace? My score in JEE Mains is 55.72775.,232,2 years ago
I have 83.6% in intermediate and didn't qualify JEE Mains. Is there any chances to get admission in B.Tech CS?,61,2 years ago
In which month admissions take place for MBA in LPU for 2019 session?,130,2 years ago
I have got 92.83 percentile in jee mains 2020. Can I get cs in lpu without giving lupnest???,357,2 years ago
How can I get admission in LPU? I got 3798 rank in IPU CET. I am from outside Delhi.,151,2 years ago
Is it compulsory to qualify CAT/LPUNEST & other entrance exams to do MBA from LPU after scoring more than 80% in Bachelor's degree?,243,2 years ago
Is Lovely Professional University is better than Symbiosis Pune in Computer Science Engineering.,20,2 years ago
I got 61 percentile in jee mains can I get admission  in lpu,1800,2 years ago
Are placements really good in CS?,79,2 years ago
Which college can I get for CSE with 8100 rank in ComedK? Is it a good choice to pursue CSE from LPU?,279,2 years ago
Which institute is better for B.Tech CSE among DIT and LPU?,206,2 years ago
"Does LPU accept applicants from NCHMCT JEE? If not, then for which exam do I have to appear for?",134,2 years ago
Can I take admission in LPU for B.Tech ECE? My JEE Mains score is 60 and got 83% in CBSE board.,69,2 years ago
Which one is better for MBA among TAPMI and LPU?,271,2 years ago
I got 80.93%tile I jee main and I belong to general category can I get admission in mechanical branch of lpu university,67,2 years ago
Which college is best for mba programme in between Thapar University and lovely professional University,27,2 years ago
I want to join BBA course of Lovely Professional University or BBA 3C of Amity University. Which is better for future?,56,2 years ago
"Which is the best college to pursue B.Sc in chemistry, Noida International University, Amity University-Kolkata or LPU?",188,2 years ago
"I got 66 % in 12th and I am qualify for JEE Advance, so can I apply for this university?",53,2 years ago
What is so special in doing BHMCT from LPU?,20,2 years ago
Which is the best option for CSE: LPU or Amrita?,852,2 years ago
Which is better for B. Des among Chitkara university and LPU?,127,2 years ago
Can i get admission in Lovely Professional University or SRM or any other good colleges? My marks only 26 in JEE and 85% in board.,210,2 years ago
"Which college is best for B.Tech CSE. Lovely professional university, Punjab or JSS Noida.",157,2 years ago
Can I request to be given same hostel room as my friend when applying online for LPU?,1300,2 years ago
What is international credit transfer programme in lpu? Is there any scope for BBA/MBA and if yes then what will be the other expenditure?,7,2 years ago
Which is a better university for B.E CSE: LPU OR CHANDIGHARH UNIVERSITY? Which one has higher jobs opportunity and better salary package?,196,2 years ago
Which university is better for biotech among VIT and LPU?,87,2 years ago
"Which institute is better for pursuing BBA: Symbiosis-Noida, LPU or BML Munjal?",403,2 years ago
Is LPU good for BCA and B.Tech? How is its placement?,199,2 years ago
What is the highest placement package offered by LPU for MBA? Is it worth pursuing this course from LPU?,590,2 years ago
Is LPU better university than some NIT and IIT for engineering? What is it's placements ratings?,189,2 years ago
"Which University to choose Chandigarh University, Lovely professional University or Chandigarh group of colleges for B.Tech in CSE.",20,2 years ago
What would you suggest Chandigarh University or LPU for pursuing Mechanical Engineering on the basis of NIRF 2021 Ranking achieved by them?,18,2 years ago
"Why should I consider LPU for ECE? My Good JEE Mains score may get me into some NIT, is there any advantage that LPU has over NITs?",88,2 years ago
"Which is a better college to pursue ECE, GLA or LPU?",141,2 years ago
"Which is a better option among SRM, Chennai and LPU?",113,2 years ago
"For BHMCT which institute I should prefer, Iims, AIHMCT or LPU?",19,2 years ago
"Which is a better university to pursue CSE, Amity University-Noida or LPU?",69,2 years ago
Should pursue MBA from Gulzar group Of institute which is affliated frm punjab technical university .is there any value in market both of th,127,2 years ago
"Which college is best for fashion design: LPU, IIFT AIFD or INIFD?",26,2 years ago
For computer engineering which university is better-Bennet or LPU.,21,2 years ago
How is the faculty?,58,2 years ago
"My JEE percentile is 82 and 97% in 12th can I get admission in lpu college in branches CSE, ECE.",321,2 years ago
Is there any hostel facility?,243,2 years ago
Which university is better among Amity and LPU?,533,2 years ago
"With the gap of two years, can I get admission in LPU for B.Sc agriculture? I have scored 58.9% in 12th standard.",171,2 years ago
I got 81% in class 12th board exam and have a valid JEE Mains rank of 268k (OBC). Can I apply for admission in LPU for B.Tech?,214,2 years ago
I am interested in pursuing engineering in CSE. Should I go for Chandigarh University or LPU? What are their Rankings in NIRF 2021?,34,2 years ago
Is it a good choice to pursue B.Sc from LPU? What is the scope of B.Sc?,207,2 years ago
"Which one is better for law (5years): CMRU, LPU or Manav Rachna?",97,2 years ago
With JEE Main obc rank 25580. Which college can I get for B.Tech CSE branch?,707,2 years ago
Can you share some details about MBA Talent edge programme at LPU?,351,2 years ago
Can I get the LPUNEST exam syllabus for civil engineering in LPU? I want to take admission in lateral entry.,112,2 years ago
"Which college is good for a BBA Amity University Gwalior, LPU or BSSS Bhopal?",26,2 years ago
Amity or LPU or IIT college mei se fashion design kis college mei best h.,58,2 years ago
"Which is a better college to pursue MBA in IB, RIIM or LPU? What is the fee structure of MBA in LPU?",45,2 years ago
Which is better between NIT Allahabad with production and LPU Jalandhar with CS branch.,189,2 years ago
I want to know about mechanical engineering in LPU. I got 52% in HS exam. Will I be selected for mechanical engineering in LPU?,78,2 years ago
How is the placement in LPU-Lovely Professional University for B.Tech (Hons.) in Biotechnology?,137,2 years ago
Is LPU a better college for B.Sc biotechnology placement wise?,59,2 years ago
Is this a right decision to opt CU instead of LPU for B.Sc. Agriculture?,73,2 years ago
Is it worth to join LPU?,130,2 years ago
BBA hospitality & tourism from LPU is valid or not?,68,2 years ago
Which one is better LPU or LNMIIT? Need a comparison between the 2.,115,2 years ago
"Which university is best for engineering among LPU and Petroleum University, Dehradun?",272,2 years ago
"Which institute is better among LPU and Jaypee, Noida?",417,2 years ago
In which courses we can take admission in LPU after 12th PCB?,70,2 years ago
Does lpu provide placements for b.sc. hons zoology student to,106,2 years ago
Which all companies come for CSE students?,89,2 years ago
"Can I get admission in LPU directly through my class 12 marks without appearing in LPU-NEST? If yes, then what is the procedure for it?",172,2 years ago
Someone told me not to join lpu. Is lpu not good in placement and package in CSE?,60,2 years ago
Can a PCB student do B.Tech in computer science & engineering at LPU? On Shiksha website it is given that a PCB student is eligible for CSE.,11400,2 years ago
"I am interested in pursuing engineering in ECE which university is better, LPU or Chandigarh University.",17,2 years ago
Is it compulsory to give JEE Mains for securing admission here?,104,2 years ago
Will Google come for campus selections to lpu?,39,2 years ago
"Which university to prefer among Punjabi University, Patiala and LPU for Masters of Journalism?",67,2 years ago
If I get selected through the entrance conducted by LPU then also I have to pay fees?,22,2 years ago
"I have scored 58% in 12th in PCB, can I apply for B.Sc in agriculture/ horticulture in LPU?",104,2 years ago
Which entrance exam do I need to give to get admission in LPU for fashion design? When will the admission open?,61,2 years ago
"Galgotias, lpu and du which college is best for it.",76,2 years ago
Average package of last year.,17,2 years ago
What will be the benefit of pursuing M.A in tourism and hospitality from Lovely Professional University?,115,2 years ago
What is the placement record of Chandigarh University and LPU in CSE. It would be better if someone can do the comparison on the basis of th,14,2 years ago
How is Lovely Professional University to pursue MBA? I got 91 percentile in MAT.,75,2 years ago
Can I get direct admission in LPU-Jalandhar for CSE? I have scored 86 marks in JEE Mains 2017 and 91% in HSC.,439,2 years ago
Which university is better for B.Tech among LPU and GNA?,255,2 years ago
"Which is best according to placements: LPU for CSE or NIT, Tadepalligudem for mechanical?",186,2 years ago
Should I opt for CSE in LPU as I failed to qualify JEE Mains?,246,2 years ago
Can I get a job easily after completing a fashion course from INIFD? How can I get admission in INIFD or LPU?,338,2 years ago
Which is a better university Amity or LPU?,92,2 years ago
What are the requirements to get admission in LPU through JEE Main Score?,181,2 years ago
Which is better option NIT Agartala or Lpu for MBA?,98,2 years ago
What is the average placement percentage for BBA in LPU?,83,2 years ago
"Which college is better among LPU, COER, Poornima Jaipur and SRM (Modinagar and Delhi) for B.Tech in terms of education and placement?",356,2 years ago
Is pursuing MBA through distance from LPU a good option or should I go for other university like IGNOU or Symbiosis?,442,2 years ago
Which companies visit LPU campus for placements of MBA?,189,2 years ago
"I did B.Sc economics in 2006 with 48% marks & after that, I joined bank job. Kindly suggest about further study in MBA and the process.",93,2 years ago
I got 58% in arts stream in 12th. Can I study 5 years integrated BA LL.B course in LPU?,239,2 years ago
Which institute is better for B.Design course: LPU or Chitkara University?,147,2 years ago
Due to covid 19 my financial conditions is not good but i interested to do  mba in lpu any help me if posSible,22,2 years ago
Can I apply for engineering in LPU with my JEE Mains marks?,83,2 years ago
Which one should I prefer for B.Com: National P.G College (NPGC) or Lovely Professional University and why?,92,2 years ago
MBA specialisation gives high placement with quality pachages in lpu. ?,48,2 years ago
Is it worth to join LPU?,176,2 years ago
Which university is the best among LPU and SRM to pursue B.Sc. In hotel management?,27,2 years ago
"Which University should I go for Amity, LPU, SRM, VIT or PU? If I am good in sports and I would like to study on scholarship.",78,2 years ago
I got CGPA 9.82 and I got 78.55 JEE Mains score. Am I eligible for CSE at LPU?,43,2 years ago
I want to take admission in LPU on the basis of JEE Mains result and 12th marks. What can I do to take admission in CSE branch?,98,2 years ago
"Why should I consider LPU for ECE? My Good JEE Mains score may get me into some NIT, is there any advantage that LPU has over NITs.",57,2 years ago
Please tell me name of some national and international fashion week or events conduct in lpu?,35,2 years ago
Which is better for CSE specialisation in cyber security :vit Bhopal or lpu.,142,2 years ago
Which is a better university to pursue BBA Amity University-Jaipur or LPU?,36,2 years ago
"Which is the best university for engineering, LPU or Amity University Lucknow/Noida?",523,2 years ago
"Is BBA-MBA integrated good in LPU, Punjab? Is there any difference between value of normal and integrated MBA?",92,2 years ago
Is it necessary to get good marks in JEE Mains?,109,2 years ago
What is the global scope with high packages for students studying in B.A. Journalism & Mass Communication at LPU?,18,2 years ago
I have got 60% in B.Com and I am interested to study MBA in finance. Can I join LPU without writing any entrance exams?,74,2 years ago
"Which college is better among LPU and CGC, Landran to pursue hotel management?",323,2 years ago
How is Political Science course at LPU?,36,2 years ago
Can I get admission in lpu if in CSE if my boards percentage is less than 60% is there any other option to get admission?,120,2 years ago
What are the placement cells in LPU for petroleum engineering?,47,2 years ago
What is the placement percentage of MCA in LPU?,101,2 years ago
"Which one is better LPU or Amity International business school for BBA MBA, IB?",25,2 years ago
Is LPU good for M.Sc. Zoology?,88,2 years ago
"Which is best for CSE: NIT, Sikkim or LPU?",106,2 years ago
"How is LPU for MBA in finance? What about the placement, cut-off, fees and scholarship?",97,2 years ago
Can I join in lovely professional university.,117,2 years ago
Which is a better option among LPU and Manipal University?,105,2 years ago
I got 112 marks in JEE Mains. Can I join directly in LPU University?,82,2 years ago
"Which university is Better for BBA LPU or IIM, Noida.",70,2 years ago
LPU CSE vs HBTU Kanpur CSE.,146,2 years ago
"Which University has the better faculty for computer applications LPU, SRM or VIT?",187,2 years ago
Which university amongst LPU and Chitkara is good for M.A. In psychology?,98,2 years ago
"How are these colleges for pursuing M.pharma - DAVV Indore, Nirma University-Ahmedabad and LPU?",190,2 years ago
Kl or lpu which is best,566,2 years ago
LPU is a college or a hostel.,106,2 years ago
"Is USICT of IP University a good college for B.Tech CS? Is it better than colleges like Jaypee, SGT, Amity, LPU etc.?",210,2 years ago
Is LPU good for B.Sc biotech?,503,2 years ago
I am looking for a good college/University for pursuing Engineering. Which university should I choose between LPU and Chandigarh University?,36,2 years ago
"Sir, I have just given 12th exams and want admission in good colleges. As almost form dates are over now in which colleges I can join?",73,2 years ago
Which one is better: LPU or local colleges of Telangana for CSE?,65,2 years ago
"Which one to choose among NIT, Srinagar for mechanical engineering and LPU for CSE?",403,2 years ago
How much salary can I expect after placed from this university? Is it mandatory to pass JEE? How many marks do I need to get in +2?,94,2 years ago
Which one is better in terms of management placements LPU or Chandigarh university if I want to do MBA in international?,18,2 years ago
Can you share some details about research papers published by LPU students in Management sector. Do faculty members help students in this.,313,2 years ago
I have done 12th and I secured 8. 2 I need to join BBA.. How could you help me,65,2 years ago
"The name ""Lovely Professional University"" sounds awkward but if I see ranking its good. What's your view?",38,2 years ago
How is LPU growing in engineering field?,37,2 years ago
Which is better among Y.M.C.A Faridabad and LPU for B.Tech CSE?,643,2 years ago
"Which one is best - Manipal Jaipur (IT), Jaypee Solan (CSE), Chandigarh University (CSE) and LPU (CSE)?",138,2 years ago
"Should I take admission in LPU in IT stream? , is placement is good for IT branch?",155,2 years ago
Can you share some more information about LPU? Is it worth to pursue B.Tech honors? Is CSE branch good or not?,16,2 years ago
Is LPU the best option for MCA?,555,2 years ago
Is Lovely Professional University (LPU) a good choice for hotel management?,340,2 years ago
Can anyone tell me the NIRF 2021 Ranking of LPU and Chandigarh University. I am confused between these two for admission.,17,2 years ago
"I have secured 79% in 10+2 and 88.64% in jee main 2019,is there any chances to get admission in Lpu ??",62,2 years ago
What is the admission procedure of LPU after clearing the other competitive exams like MAT and CAT?,96,2 years ago
MBA In lpu fees & Averege package in financial marketing.,110,2 years ago
I need to know about how hard is it to get admission in MBA at Lovely Professional University?,192,2 years ago
I want to know about the placement record of BBA or MBA but mainly about the personality development of a person.,143,2 years ago
Can I get job abroad if I done my B.Tech from UGC recognised university (LPU) but not AICTE approved.,54,2 years ago
"Which one is better option hotel management from IHM, Chennai under NCHMCT or aerospace engineering from Lovely professional University?",56,2 years ago
Can I get admission in this college? I have scored 53 marks in JEE mains.,352,2 years ago
I am Looking for the Best college for pursuing Masters in Engg. Someone suggested to me about Chandigarh University and LPU. Can anyone plea,19,2 years ago
How is Lovely Professional University for MBA? I am planning to take admission next year. How good is it for HR?,172,2 years ago
Is Y MCA Faridabad is better than lpu Jalandhar or not.,134,2 years ago
"Is their a placement for msc microbiology in lpu,i have heard that degree of lpu is not worthy",114,2 years ago
I want some information about the college,70,2 years ago
What are the additional things LPU is doing in MBA placements?,325,2 years ago
Is B.Tech Biotechnology at LPU is better then Amity?,350,2 years ago
Is there any ragging in a lovely professional university?,134,2 years ago
Which is better among computer science engineering and mechatronics engineering in terms of placement and scope at Lovely Professional?,86,2 years ago
When will be the registration form for B.Sc biotechnology entrance exam of LPU released?,44,2 years ago
"Which is better for CSE, LPU or KIIT?",2400,2 years ago
Can I get direct admission in LPU by getting 80% in 10th and 12th?,55,2 years ago
i want to know about LPU NEST exam for B.com(hons) and which subject included for exam? Is there any scholarship if i got near about 94-95%?,193,2 years ago
I had not given LPU entrance but wants to get admission in that in CSE. I got 91 percent in 12th last year. What should I do now?,36,2 years ago
Which is a better option among Amity-Mumbai or LPU for CSE?,90,2 years ago
"For mechanical engineering which is the top college among BITS, Manipal, SRM, VIT and LPU in terms of faculty & student exposure?",409,2 years ago
"Which is the best college university for MCA regarding studies and placements among LPU, VTU and Bangalore University?",137,2 years ago
"I screwed up the JEE 2018 but I was able to get seat in VIT, GITAM, Manipal, LPU. Is it advisable for me to take admission?",80,2 years ago
Which is the best engineering branch in LPU?,302,2 years ago
I have got 960 marks in my intermediate board exams. Can I get a free government seat in LPU college?,104,2 years ago
I have 53percentile in JEE Mains can I get admission in lpu in B.Tech computer Science.,85,2 years ago
"Which university is best in terms of research, LPU, SRM, or Thapar?",43,2 years ago
What is the annual fee for B.Tech in LPU?,19,2 years ago
Is LPU good for MBA or I can look for better options than LPU?,314,2 years ago
Is it good to pursue B.Pharm from LPU?,114,2 years ago
I got 88.88 percentile in JEE Main B.Tech can I get admission in LPU college.,80,2 years ago
Is there any journalism course in LPU?,169,2 years ago
Is Lovely Professional University is a right option for doing online MBA?,175,2 years ago
Is Reva or LPU good for MCA? Which college is better?,345,2 years ago
Is it a good choice to pursue B.Sc in hotel management and tourism from LPU?,238,2 years ago
Does Lovely Professional University offers BJMC course? How is the placement?,188,2 years ago
Is there any placement in LPU for LL.B. Programme?,66,2 years ago
Is Lovely Professional University a good choice in terms of placements?,42,2 years ago
Should I join LPU for CSE branch or not? I've got 60000 scholarship per year in LPU and my 10+2 percentage is 79%.. .,50,2 years ago
I got 59.80%. Can I get admission in LPU for B.Com (Hons.)? I have scored 76% in high school.,42,2 years ago
What is the duration of foreign trip conducted by LPU for the students pursuing hotel management course?,126,2 years ago
I have done my 12 from commerce and get 85%. Do now I waste to do BBA. So which university is better? Delhi or LPU or other?,44,2 years ago
"Which one is best for B.Tech CSE among IPU, VIT and LPU?",618,2 years ago
Can I take admission in LPU with my JEE Mains marks?,90,2 years ago
"Which is better for BBA+MBA integrated among Doon Business School, LPU, Amity Noida and Jindal Global Business school, Nirma?",415,2 years ago
Should I join LPU for CSE branch or not? I've got 60000 scholarship per year in LPU and my 10+2 percentage is 76%.. .,46,2 years ago
"Which is the best college for computer science engineering among LPU, Sharda University and VIT-Bhopal?",315,2 years ago
Is LPU best for aerospace engineering and placement?,30,2 years ago
Which country is a better option for engineering among India & others? I am doing Diploma (electrical) from Bangladesh. How is LPU?,276,2 years ago
I am confused about taking admission in LPU or SRM for CSE. As I see that SRM is very expensive then LPU and I also got scholarship in LPU.,211,2 years ago
Which specialisation should I choose for MBA for a bright future?,74,2 years ago
Do we have seats available for mechanical engineering at Lovely Professional University?,42,2 years ago
I ( obc) have scored 76 percent in pcm and 50 percentile in JEE Main paper 1. Will I be able to get a seat in lpu?,55,2 years ago
What is the process of getting admission in LPU step wise? What is the procedure?,51,2 years ago
Which is better in terms of placement among Chandigarh university and lpu?,27,2 years ago
Is the syllabus of mass communication same in LPU?  I am very confused please help me.,68,2 years ago
Will LPU get ICAR approval within the completion of my degree? I want to join for B.Sc. in agriculture from LPU.,132,2 years ago
"I got 46% in B.Com and 52% in M.Com, can I get admission in MBA in lpu.",192,2 years ago
Hiw is ghe Lovely professional University?,19,2 years ago
I am interested to pursue MBA? Should I pursue MBA from LPU or VIT?,48,2 years ago
What should I do aerospace in lpu or chemical in NIT?,33,2 years ago
Which is the best university to pursue B.Tech in mechanical engineering?,39,2 years ago
"I got a seat in LPU and a seat in Andhra university by AUEET, which college is better to study B.Tech?",209,2 years ago
"Which university is better in terms of placement after B.Tech CSE, LPU, Amity, chitkara or CU?",41,2 years ago
"Which course should I opt for in LPU, CSE or CSE (Hons)?",130,2 years ago
"Which college should I choose for B.Tech CSE: Basaveshwara Engineering College, Bagalkot or Lovely Professional University, Jalandhar?",90,2 years ago
"Im interested in taking admission, but my board/university exams were cancelled/postponed due to pandemic. Can I take admission at LPU?",21,2 years ago
I scored 80% in class 12th with 59% in PCM. Am I eligible for LPU or can I apply now?,83,2 years ago
I want to do B.Sc computer science in LPU. Is there any entrance test? I can get above 90% in MPC.,76,2 years ago
Which one is better LPU or Manipal Institute of Technology for B.Tech?,275,2 years ago
If I have done BBA in LPU then will we have to give an entrance test to do MBA or will it be no test?,39,2 years ago
How is the placement scenario at LPU for ECE?,71,2 years ago
Only entrance result would decide whether I would be qualified for admission in LPU? Do 12th result also matters or not?,26,2 years ago
Is Galgotias University the best for BBA or LPU?,70,2 years ago
"Can anyone help me out in choosing the best University for MBA, from Chandigarh University and LPU?",20,2 years ago
Can anyone guide me in choosing the right university between CU or LPU for pursuing a UG programme?,27,2 years ago
"Which university is better for B.Tech CSE among LPU-Punjab, Jain University-Bangalore and Gyan Vihar-Jaipur?",225,2 years ago
"Which college among these would be best in order for MCA SRM, LPU, Amity or Kolkata?",41,2 years ago
I've got 108 marks in MAINS and 70.4% in 12th CBSE. Should I wait for JEE counselling or choose private options. I'm thinking about LPU.,96,2 years ago
Jagannath University or LPU mei se fashion design k liye best college kaun sa h.,76,2 years ago
Should I SEE the NIRF Ranking for Engineering before taking admission? What is the NIRF ranking of Chandigarh University as compared to LPU?,12,2 years ago
What is the minimum package that an MBA student can get at the LPU?,21,2 years ago
