question,views,posted
Is Lovely Professional University good for B. Des (graphics design)?,73,2 years ago
Is it good to pursue B.Tech in CSE from LPU?,173,2 years ago
Can you tell me residential facilities and safety measures adopted by LPU during COVID-19 pandemic situation? I want to opt for residential.,210,2 years ago
How is LPU to pursue product design course?,179,2 years ago
Can I apply for BCA? What is the last date for BCA course?,215,2 years ago
I am confused in deciding LPU Jalandhar and SRM Chennai for B.Tech CSE honours which is good among both?,54,2 years ago
Is LPU a good college for B.Tech. Engineering streams? How well is it's overall rating among Private Universities in India for engineering?,16,2 years ago
Can I get admission in B.Tech (CSE) from LPU without writing an admission test? What is the procedure?,257,2 years ago
"What do I choose between Lovely Professional University, Koneru Lakshmaiah University & CBIT, Hyderabad?",242,2 years ago
How is this university in terms of placements?,92,2 years ago
Which is better to pursue hotel management: LPU or IHMs?,43,2 years ago
Is it a good option to pursue BBA from LPU to get a good salary?,88,2 years ago
How is the faculty in LPU? Are they well educated?,30,2 years ago
Is LPU the right option for CSE?,132,2 years ago
"Do companies like Google, Oracle and Microsoft visit LPU for recruitment?",736,2 years ago
How much minimum placement I can except after completing MBA from LPU?,73,2 years ago
Which one is best for computer Science engineering: LPU or DIT?,50,2 years ago
"Which college is best between  dronacharya college gurgaon ,Lpu,niit neemrana and chitkara for btech in cs branch?",165,2 years ago
I have registered myself in LPU but it is not showing BBA option? Is LPU not having BBA course?,26,2 years ago
Which is a better university to pursue BBA Amity University-Jaipur or LPU?,71,2 years ago
Which one is better among Thapar University and LPU for CSE?,53,2 years ago
How important is Center for professional enhancement at LPU?,29,2 years ago
Which university is the best among LPU and SRM to pursue B.Sc. In hotel management?,41,2 years ago
"Which is the best college to pursue B.Tech in CSE, LPU, SRM or CGC?",72,2 years ago
I am confused in deciding lpu Jalandhar and srm Chennai for B.Tech CSE honours which is good among both.,51,2 years ago
Which one is better- PGDM from Jaipuria Institute of Management or MBA from Lovely Professional University?,51,2 years ago
Is it good to pursue b tech from manipal university or should I go for lpu - Shiksha. Com.,61,2 years ago
How is the placement of CSE in this college?,151,2 years ago
"One important question. Please tell which college is better for pursue B.Tech from CSE L.P.U, Jalandhar or JECRC, Jaipur ? Thanks in advance",49,2 years ago
Is CU good for mechanical engineering than LPU?,88,2 years ago
How is this college for journalism?,387,2 years ago
How is BBA LL.B in LPU?,41,2 years ago
Which institute is better for pursuing B.Tech: LPU or VIT?,43,2 years ago
"Which is a better college for B.Tech in CSE from among LPU, Veltech, BITS, VITEE, IIMT and all other private colleges?",57,2 years ago
What should I take to hostel in Lpu?,26,2 years ago
Can I get B.Arch in Lovely Professional University with NATA score? What minimum marks required?,37,2 years ago
"Which is better for fashion design course: LPU or VIFT, Bangalore?",48,2 years ago
I have scored 92.7% in JEE Mains paper 2 but my HSC percentage is 70. Is it tough to get admission in LPU for B.Arch?,144,2 years ago
"What are the top engineering colleges in South India for CSE branch? Will LPU, Jalandhar be a right choice for CSE?",131,2 years ago
Which is a better university to pursue MBA in healthcare among LPU and Manipal University?,98,2 years ago
How is LPU in terms of placements? Can I get the salary package of 10 lakhs after completing my higher education from LPU?,105,2 years ago
"Sir, how are the job prospects for a law student who has passed out from LPU? What is the highest and average salary for BBA LL.B student?",16,2 years ago
What's the minimum package of BBA from lpu,92,2 years ago
Can you suggest the best fashion design colleges in India?,22,2 years ago
Which college is better for B.Tech- LPU or Sharda University?,67,2 years ago
Which college is better for B.Tech in CSE: Sharda University or Lovely Professional University?,62,2 years ago
"Which is better to pursue B.Tech among ITM University, Rawal Institution and Lovely Professional University?",39,2 years ago
"Hi, I am 12th class student and want to know about LPU for BBA. How are the placements and the environment?",63,2 years ago
I want to know the ranking of LPU in private universities and in overall universities in India.,21,2 years ago
Which is the best option for mechanical engineering among lpu and Chandigarh university?,51,2 years ago
Is LPU starting classes of B.Tech (CS) starts with basics like C C+? What should I do? Should I go for coaching?,74,2 years ago
Is LPU a good university in terms of placements?,73,2 years ago
Is LPU a good university? How is its placement record? Is it better than Dayanand Sagar?,130,2 years ago
"Which university is better to pursue B.Tech, Amity University or LPU?",208,2 years ago
Is LPU a good college for nutrition and dietetics?,172,2 years ago
Lpu scholarship on basis of 12th board. ?,82,2 years ago
"What if I am not able to qualify LPU MBA interview, will I get admission?",138,2 years ago
Which is better to pursue B.Tech in CSE between LPU and Galgotias in terms of placement and faculty?,172,2 years ago
Can I get CS branch in LPU?,79,2 years ago
I have an aggregate mark of 77.4% in 12th exam.  Can I get admission in LPU?,124,2 years ago
What placement opportunities are given to students after completing a law course from Lovely Professional University?,77,2 years ago
How is the experience of LPU in film and production course?,102,2 years ago
How can my daughter study B.Arch in Amity University and LPU? She has scored 64.8% in class 12th and expecting more than 80 marks in NATA.,123,2 years ago
Which college is better among DTU and LPU-Punjab for B.Tech lateral entry?,34,2 years ago
Can I get admission in Lovely Professional University? I got 58.4% in State board.,104,2 years ago
"How is LPU, Punjab for engineering?",123,2 years ago
Is it worth to pursue MBA financial markets from LPU?,200,2 years ago
Is LPU a good university to pursue B.Tech in ECE?,178,2 years ago
Can I get a government job after completing UG from LPU?,70,2 years ago
What is the specialty of Lovely Professional University?,60,2 years ago
Is it a right decision to apply for 3 years LLB course in LPU Punjab? Is there any other university available better than LPU?,106,2 years ago
Is English medium or board necessary to take admission in M.Ed in LPU?,36,2 years ago
Is BPT course offered here?,289,2 years ago
Is there is a need of doing Diploma to pursue  B.Tech from LPU?,87,2 years ago
How is LPU to pursue CSE? Should I join it?,126,2 years ago
"Since there is complete lockdown in the country, how can I complete the admission process at LPU?",5,2 years ago
LPU residential facilities during COVID-19? Am I safe if I take residential facilities at LPU.,105,2 years ago
Is LPU good for Animation courses after 12th class? What is the Eligibility there in LPU?,49,2 years ago
Which university is better for B.Sc. Chemistry (Honours)- Sharda or LPU?,70,2 years ago
"How is LPU and Manipal University, Karnataka for MBA?",133,2 years ago
How is LPU for pursuing BBA?,85,2 years ago
Which engineering branch is better from LPU: Civil or Mechanical engineering?,123,2 years ago
Which is the best fashion designing institute in Kolkata? Which is the best fashion designing institute in India?,11,2 years ago
Is LPU a good choice for B.Tech?,64,2 years ago
"Which is the best college for CSE among Manipal University, LPU and Sathyabama University?",253,2 years ago
I have passed my 12th with 70% under PCB stream. Is LPU good for BJMC course or should I go for some other college?,19,2 years ago
How is Doon University and Lovely Professional University for B.Sc. Agriculture?,22,2 years ago
Is it a good choice to pursue B.Tech from some other campus of LPU?,79,2 years ago
LPU or LN Mishra Institute of Economic Development Patna College which one is good for MBA?,29,2 years ago
Which university is better among LPU and KIIT for MCA (lateral entry)?,213,2 years ago
Is it worth to pursue B.Tech course from LPU?,51,2 years ago
Do top MNCs visit LPU?,117,2 years ago
Should I choose Lpu or COMEDK colleges (rank 2166) for B.Tech CSE only?,41,2 years ago
I got CSE honors programme in LPU besides my local college. I am willing to join here. Is it worth in terms of placements and education?,21,2 years ago
Is Lovely Professional University good for B.Tech and provide high-end placements?,48,2 years ago
Can I get admission in lpu if in CSE if my boards percentage is less than 60% is there any other option to get admission?,5,2 years ago
What is LPU national entrance and scholarship test?,27,2 years ago
What do we learn in hotel management degree? Do we learn cooking or something else too?,14,2 years ago
Is it good to pursue B.Design from LPU?,211,2 years ago
How to get admission in Lovely Professional University for BCA programme?,98,2 years ago
Which one is best for computer Science engineering: LPU or DIT?,14,2 years ago
Should I opt for B.Tech in CSE in LPU or appear for JEE Mains again next year.,32,2 years ago
"Which one is better for mass communication, LPU or Manipal University?",13,2 years ago
Is Chandigarh university is good for B.Com llb?,20,2 years ago
"Sir, I have 58% marks in 10+2, will I not be eligible for NATA and JEE exam? I want admission in B.Arch.",257,2 years ago
Is LPU best for aerospace engineering and placement?,25,2 years ago
What about the placements?,51,2 years ago
"Which is the best college to pursue B.Tech in mechanical engineering through lateral entry among LPU, ACET and MIT ADT-Pune?",133,2 years ago
Can I know about the placement opportunities for BBA students? What is the fees structure of this course?,42,2 years ago
"Which is the best university to pursue MBA, Amity University, Noida or LPU?",24,2 years ago
How is this college for MBA? How is its placements for the same? Does this college provide 100% placements?,318,2 years ago
Is this university best for this course or not? I am 12th passout and got 80%.,251,2 years ago
"Which is a better college to pursue CSE among VIT, LPU, RVCE, SRM and KIIT?",66,2 years ago
How is fashion design programme in LPU? Does it have infrastructure for running this programme?,70,2 years ago
"Is there any private examination at VNIT, Bits, LPU and NIT?",42,2 years ago
"Which college is better for BBA amongst NCU, LPU and Sharda?",82,2 years ago
JEE Main rank 130000 obc rank 40002 can I get admission in lpu.,62,2 years ago
Is LPU offered Law courses?,71,2 years ago
Which is better between LPU and Graphic Era Dehradun for CSE?,957,2 years ago
"Which college will be better for MBA: IILM, Noida or LPU or Chandigarh University or UPES, Dehradun?",39,2 years ago
I want to study B.Tech CSE. Which college is better for Good placement to me LPU or SASTRA?,42,2 years ago
"Should I take admission in LPU in IT stream? , is placement is good for IT branch?",10,2 years ago
What is eligibility to join MBA in LPU?,100,2 years ago
Is it worth to pursue CSE from LPU?,203,2 years ago
"I want to go for an MBA, but Im confused regarding the reputation of LPU. Is it good? Will it be beneficial to do an MBA from LPU, or is it.",74,2 years ago
"Which one should I prefer for an LL.B: Lovely Professional University or Amity University, Kolkata and why?",79,2 years ago
"I heard LPU is assuring 100% placement, is it true?",25,2 years ago
Is LPU a better option for lateral entry admission in B.Tech (mechanical) among private universities?,62,2 years ago
Will I get a placement after completing MBA from LPU?,45,2 years ago
How is LPU for pursuing MBA? What is the fee structure of MBA in LPU? How is its placement assistance?,116,2 years ago
"Which is better among LPU, Chandigarh University and Chitkara University for B.Tech in CSE?",73,2 years ago
"Should I join LPU or drop this year, I scored 162 marks in JEE Mains?",1200,2 years ago
Can a good student get the package of Rs.10 LPA in CSE?,259,2 years ago
I have scored 92.7% in JEE Mains paper 2 but my HSC percentage is 70. Is it tough to get admission in LPU for B.Arch?,35,2 years ago
What is the course fee and average placement package of MBA at LPU? Is it a good university for this course?,108,2 years ago
"Which is a better college for B.Tech among Manipal, Jaipur and LPU?",119,2 years ago
Which one is better among Galgotias University and Lovely Professional University?,56,2 years ago
I am little concerned about how universities (LPU) and institutions will address social distancing when students join university/ institute?,33,2 years ago
I am currently studying aeronautical engineering diploma after that how many years i have to spent in collage for aerospace engineering ?,103,2 years ago
Is it a good choice to pursue CSE from LPU?,100,2 years ago
I want to join lovely professional university (CSE) how is lovely professional university.,36,2 years ago
How is Doon Business School for MBA? Is It better than LPU?,514,2 years ago
"Which college is better for B.Tech in CSE: Lovely Professional University or SRM University, Chennai?",57,2 years ago
"Which university is better for integrated courses amongst LPU, SRM and VIT?",67,2 years ago
Is LPU University good for gaming and VFX course?,41,2 years ago
How LPU is pioneer in providing sports facilities to students? Is this true student of LPU are participating in Tokyo Olympics 2020?,12,2 years ago
Can I do MBA in LPU with my open degree certificate? Please reply because I want to do MBA this year in LPU.,134,2 years ago
"Which private engineering college is good other than VIT, SRM and LPU?",30,2 years ago
Will this college get ICAR approval or not?,49,2 years ago
"Which is the best college for BBA among LPU and Amity, Jaipur?",186,2 years ago
Placements for B.Tech computer Science and engineering in lpu.,7,2 years ago
Is LPU good for pursuing CSE? Should I prepare for the JEE Mains? I have got 162 marks in the entrance.,161,2 years ago
Which campus of Amity university is the best for BBA-MBA integrated courser? Should I try for LPU?,66,2 years ago
Which university is good for doing BCA pu or lpu.,22,2 years ago
Is LPU good for HM?,217,2 years ago
Should I pursue hotel management course to become a chef?,8,2 years ago
How are the placements rates at LPU?,16,2 years ago
Can someone tell me if there are good packages offered to LPU students? Please be specific as this is question of future of my brother.,56,2 years ago
Can I learn French at LPU.,206,2 years ago
Can I get admission in B.Sc(Hons.) zoology now? I have passed my +2 CBSE with 91% marks.,204,2 years ago
What is proctored online exam paper introduced at LPU.,42,2 years ago
Are there any government jobs for students who are studying forensic science or get jobs in other countries?,114,2 years ago
Is a BBA+MBA at LPU University a good option?,50,2 years ago
"I want to do MBA, but I did not give any CAT or MAT exam. Can I get admission in LPU?",72,2 years ago
How can I get admission in LPU to pursue B.Tech in CSE?,187,2 years ago
I have inclination towards design programs. What is the placement opportunities at LPU for the same?,85,2 years ago
How are the placements in Lovely Professional University?,49,2 years ago
Are things too expensive in the LPU University mall?,66,2 years ago
I want to study B.Sc biotechnology in LPU. After completion of the course can I get a job? If I will get job how much salary will I get?,124,2 years ago
Can I get admission in LPU for fashion design? I have 63% in 12th.,52,2 years ago
Is LPU good for MBA or I can look for better options than LPU?,110,2 years ago
Can I expect a handsome package after doing BJMC course from LPU?,33,2 years ago
How is Zoology course at LPU?,17,2 years ago
Can I get admission in a reputed college to pursue BBA after completing 3 years Diploma in business from LPU?,115,2 years ago
Is Lovely Professional University good for B.Tech?,139,2 years ago
Can I get details about LPU?,91,2 years ago
What is the highest package offered by LPU for CSE?,5,2 years ago
What is the global scope with high packages for students studying in B.A. Journalism & Mass Communication at LPU?,69,2 years ago
How is LPU for B.Tech placements?,22,2 years ago
What is the process of admission for MBA in LPU? Is there any entrance exam for the same?,122,2 years ago
How is LPU for pursuing B.Tech mechanical?,84,2 years ago
Can you tell me about civil engineering?,32,2 years ago
Can I get admission in Lovely Professional University for B. Des if I am qualified in UCEED exams in merit?,208,2 years ago
I have 73% in 12th and 143 marks in JEE Main 2 and I have also position in sports in national level. Can I take admission in B.Arch at LPU?,161,2 years ago
Is it a good choice to pursue B.Tech from some other campus of LPU?,24,2 years ago
Which one is best for computer Science engineering: LPU or DIT?,68,2 years ago
"I have scored 58% in 12th PCB, can I apply for agriculture course in LPU?",41,2 years ago
I got 89% in 10+2. Can you tell me about the scholarship to get admission in your university?,44,2 years ago
How can an agriculture degree be helpful?,48,2 years ago
Which are the best colleges offering lateral entry admission for B.Tech in automobile engineering?,6,2 years ago
Is it a good choice to pursue MBA from LPU?,176,2 years ago
"Which college is better among LPU and CGC, Landran to pursue hotel management?",58,2 years ago
Can I pursue BCA from this college after 12th? I am weak in maths but my computers is strong and I am an arts student.,240,2 years ago
Can we get job in government sector after getting agriculture degree from a private institution?,25,2 years ago
What is the last date to apply for BCA in Lovely Professional University?,39,2 years ago
"Which is the best university to do B.Tech CSE among Symbiosis International University, Pune and Lovely Professional University, Punjab?",169,2 years ago
Is it good to pursue B.Tech from LPU in terms for placements?,118,2 years ago
Is it worth to take admission in LPU?,60,2 years ago
Which are the best law colleges in Punjab with BBA LLB?,60,2 years ago
How is aerospace faculty at LPU?,9,2 years ago
Can I get the reviews for MCA course in LPU? How is the placement assistance there?,37,2 years ago
What is eligibility to join MBA in LPU?,58,2 years ago
Which college/university is best to pursue B.Tech in mechanical engineering in India?,27,2 years ago
What is specialty of Mechanical engineering programme at LPU? Do students get placed?,169,2 years ago
How is LPU for pursuing B.Tech in CSE?,62,2 years ago
Which one should I prefer for a T&T course: Lovely Professional University or Welcomgroup Graduate School Of Hotel Administration and why?,158,2 years ago
Which are the best colleges for fashion designing in India?,22,2 years ago
"'Which is the better institute for BHMCT out of these -Amritsar college of technology, GNDU, LPU?",23,2 years ago
Can someone give an honest review of LPU?,75,2 years ago
"Which is a better college among LPU, AKGEC and KIET for B.Tech in CSE?",31,2 years ago
How students of LPU are doing industrial training in this pandemic situation?,7,2 years ago
How much do I need to score to get admission in this college?,56,2 years ago
Is LPU better than Chandigarh University in terms of placements?,39,2 years ago
How to get admission in Lovely Professional University for B.Tech in EEE for a student from Kerala?,52,2 years ago
Can I get placement after completing BBA from LPU?,134,2 years ago
Can I get admission in LPU? What is its fee structure?,48,2 years ago
Am I eligible to pursue M.Sc. In biotechnology after completing B.Sc. Nursing?,30,2 years ago
Can I get admission in LPU?,21,2 years ago
Is LPU a good option for hotel management course?,105,2 years ago
Is B.Sc. Agriculture course of LPU ICAR approved at present?,19,2 years ago
How can I pursue B.Sc. In agriculture from Lovely Professional University? What is the admission procedure and eligibility criteria?,33,2 years ago
100% natural fruit flavoured chocolates - Researchers and Scientists of Lovely Professional University (LPU) made it possible - is this true,15,2 years ago
"Which university is better for B.Tech CSE amongst Galgotias, LPU, Bhartiya Vidyapeeth-Pune, UPES-Dehradun and UPTU?",34,2 years ago
What is the average salary package offered for CSE in this college?,85,2 years ago
How is B.Sc. Medical Lab Sciences at LPU?,57,2 years ago
What is the average package offered for CSE?,160,2 years ago
Do you have M.Arch courses?,109,2 years ago
"Which college is better to pursue CSE among KIIT, LPU and Galgotias?",26,2 years ago
"Which college is better for BBA amongst NCU, LPU and Sharda?",17,2 years ago
I have commerce stream in 12 without having maths. But I am thinking to get admission in BCA so plzz tell me that I am eligible or not.,42,2 years ago
Is choosing B.A LLB from LPU a good option?,183,2 years ago
I am thinking of joining LPU for fashion designing course. What to do?,35,2 years ago
How is LPU to pursue B.Tech information technology?,170,2 years ago
Can I pursue MBA from IPU? I am a B.Tech civil engineering.,116,2 years ago
Is it right to choose SRM or LPU for automobile engineering?,109,2 years ago
What is the global scope with high packages for students studying in B.A. Journalism & Mass Communication at LPU?,27,2 years ago
What about the placements in LPU after MBA? What about the salary package?,48,2 years ago
"Which is the best college to pursue MBA, LPU, ISBM, IILM or IMS?",331,2 years ago
How much marks do I need to score in my class 12th boards in order to pursue B.Sc. In agriculture from Lovely Professional university?,30,2 years ago
Which college is better: Birla or LPU?,20,2 years ago
"Is it a good choice to pursue law from Lovely Professional University, Jalandhar?",81,2 years ago
Which colleges is better among Amity Jaipur and LPU Jalandhar to pursue BBA?,179,2 years ago
"Is Lovely Professional University good for Bachelors in information technology? If not, which university is better?",76,2 years ago
"Suggest me better option for Engineering Chitkara, CT, Guru Kashi, Venkateshwara or LPU.",20,2 years ago
"Which is better, ECE in MUJ or CSE in LPU?",12,2 years ago
What are the scholarship options available in LPU apart from academics?,68,2 years ago
I got admission in LPU but can't afford its fees. Can you suggest a scholarship exam that I can write?,194,2 years ago
How is LPU (lovely professional university) for doing MBA?,115,2 years ago
Is internship provided in LPU for BBA (Hons. ). During the course period?,50,2 years ago
Which college is better for mechanical engineering among LPU and Amity University?,104,2 years ago
How is the quality of education in LPU for B.Tech CSE?,247,2 years ago
How is LPU better than CU in CSE?,16,2 years ago
What is the admission process for MCA in Lovely Professional University?,127,2 years ago
Is LPU a better choice for B.Tech ?,114,2 years ago
What is the procedure to get admission for CSE in LPU?,248,2 years ago
How is Economics course at LPU?,55,2 years ago
Is LPU good to pursue PhD?,31,2 years ago
Is it possible to get admission in LPU for an average student?,61,2 years ago
Is it a good choice to pursue B.Tech in CSE from LPU? How can I choose a good college for B.Tech in CSE?,113,2 years ago
What is the minimum package that an MBA student can get at the LPU?,12,2 years ago
What percentage is required for B.Tech in LPU?,124,2 years ago
"What is the required percentage to get admission in LPU, Jalandhar for BBA?",71,2 years ago
"Which is best for CSE: NIIT, Rajasthan or LPU, Jalandhar?",5,2 years ago
"Which is a better college to pursue BBA, Prestige-Indore or LPU? Can I pursue MBA abroad after completing BBA from the same?",179,2 years ago
Which is best for B.Tech in CSE - lpu\srm ramapuram\iimt greater Noida.,21,2 years ago
Which is a better option for electrical engineering among UPES and LPU?,66,2 years ago
Which is the better option for MBA: CU or LPU?,25,2 years ago
When will the admission start in LPU for fashion design?,25,2 years ago
"Which is better for pursuing mechanical engineering among DIT, Dehradun and LPU?",150,2 years ago
Is it good to pursue B.Tech from Manipal University or should I go for LPU?,237,2 years ago
Is LPU recognized by ICAR or not? I have completed my 12th standard.,59,2 years ago
Which is a better college to pursue B.Tech/BE in CSE among Galgotias and Chandigarh University?,10,2 years ago
Can I pursue M.Sc after completing B.Sc in agriculture from LPU? Can I apply for government jobs after completing my B.Sc in agriculture?,178,2 years ago
How is LPU for pursuing B.Tech in CSE?,82,2 years ago
Is LPU better for CSE than ECE as I just took admission in LPU for B.Tech Electronics and Computer Engineering?,75,2 years ago
"Can I know about LPU, Jalandhar?",76,2 years ago
"Which is a better university to pursue CSE, Amity University-Noida or LPU?",18,2 years ago
How can I get admission in LPU? What is the eligibility criteria for the same?,50,2 years ago
"Can you suggest an institute with good faculty, high placement and less fees for computer Science engineering?",36,2 years ago
"Which is the best college in Ludhiana, Punjab for B.Com?",25,2 years ago
How to prepare for successful interview?,5,2 years ago
Can I pursue computer science and engineering from LPU?,51,2 years ago
Can I get government job after completing B.Sc agriculture from Lovely Professional University?,287,2 years ago
"Which is best for CSE: LPU or NIT, Tadepalligudem?",6,2 years ago
"Which is the best college to pursue B.Tech in CSE, LPU, SRM or CGC?",11,2 years ago
Which is a better university to pursue BBA Amity University-Jaipur or LPU?,12,2 years ago
Can I get admission in LPU for B.Tech with 60 marks in JEE Mains and 74% marks in +2?,133,2 years ago
"Want to stay in Punjab, looking for B.Tech CSE. Chitkara or LPU? Which university is good.",12,2 years ago
I'm thinking about taking admission in LPU in B.Arch. Is it a good option or not?,53,2 years ago
"B.Sc. (Nutrition and Dietetics) from Cu, Chitkara or LPU?",51,2 years ago
How is Lovely Professional University to pursue Law ?,54,2 years ago
How is LPU to pursue MBA?,140,2 years ago
"How is LPU, Punjab for pursuing B.Tech in ME?",87,2 years ago
Can I get admission in LPU with 80 marks in JEE Mains? I belong to OBC category.,271,2 years ago
How is LPU to pursue MBA?,130,2 years ago
Should I pursue B.Tech in CSE from LPU or any other college?,161,2 years ago
From where should I pursue BBA among Lovely Professional University and from any college of Pune University?,123,2 years ago
Which is a better option for MBA among Lovely Professional University and Sharda University?,22,2 years ago
Can I take admission at LPU? Is it worth to pursue B.Tech in CCE from this college? How are the faculties? What is the placement record?,44,2 years ago
What is the difference between applying for BPT under applied science and BPT under physiotherapy course in LPU?,148,2 years ago
How is Lovely professional university for Hotel management?,110,2 years ago
How is LPU for pursuing computer Science?,10,2 years ago
"Which college is better among LPU, VIT, Manipal, AMITY, SRM, KIIT and BITSAT?",58,2 years ago
If the student wants to start his or her own setup then how LPU helps in this?,,2 years ago
Is it a good choice to pursue food technology from LPU?,131,2 years ago
I have 65% AGGREGATE marks in 12th from science stream And I have 46 marks in Mathematics. Will i get admission in b arch in lpu,72,2 years ago
Which one is best for computer Science engineering: LPU or DIT?,8,2 years ago
"Which college is better for BHM course among SBIHM, Kolkata and LPU, Punjab?",140,2 years ago
Is LPU a good choice for pursuing B.Tech?,79,2 years ago
Why would LPU be considered for engineering graduates.,13,2 years ago
"Which is a better university to pursue B.Tech, LPU, Chandigarh University and Punjab University?",225,2 years ago
Is LPU good for hospitality management?,107,2 years ago
How are the placements in LPU? LPU placements are being advertised. Anything special?,29,2 years ago
What about CSE in AI and ML at LPU with Upgrade? How is this course?,104,2 years ago
What is the syllabus of the entrance exam of fashion design of LPU?,318,2 years ago
What is the required score to get admission in LPU?,168,2 years ago
Which institute is better to pursue MBA in terms of placements: LPU or Jamia Milia Islamia?,225,2 years ago
Which are the top colleges to pursue B.Com in Punjab? I am expecting 92% in 12th. Would Bikram college be a good choice?,9,2 years ago
Is it right to choose SRM or LPU for automobile engineering?,17,2 years ago
"Which is better for an MBA, Lovely Professional University or Sikkim Manipal University?",18,2 years ago
To which university tier does Chandigarh University and LPU belong to? What is their rank in India?,10,2 years ago
What is the scope of physiotherapy course?,61,2 years ago
Which is the best college in Delhi to pursue Bachelors in journalism? Which is a better college among LPU and Amity University?,10,2 years ago
With 49.04 percentage Can anyone get admission in LPU in M.A. Psychology If her marks in B.A. In Psychology are 56 percent?,8,2 years ago
"Which is a good college for B.Tech in mechanical branch MIT, Pune or LPU?",149,2 years ago
Which is a better university for CSE: LPU or SASTRA?,75,2 years ago
Hi I am Pooja and soon I'll be the part of LPU. I have applied for BCA and want to know about the placement records for the same?,69,2 years ago
Which university is best for CSE LPU or VIT according to: 1 Placement 2 best teachers 3 good out put 4 infrastructure 5 good behaviour.,6,2 years ago
Is Lovely Professional University a good choice for pursuing B.Tech CSE?,210,2 years ago
What is eligibility to join MBA in LPU?,52,2 years ago
How's LPU for btech in CSE,111,2 years ago
Is LPU good for animation?,168,2 years ago
Which are the best colleges to pursue fashion designing?,7,2 years ago
What is the eligibility criteria for the entrance of M.Sc. In biotechnology?,23,2 years ago
Are LPUNEST and JEE both exams needed to get admission in LPU for B.Tech?,156,2 years ago
"Which college is better for CSE among Galgotias, Graphic Era and LPU?",187,2 years ago
"Which is a better college to pursue BA LLB, LPU or Lloyd Law College?",254,2 years ago
Which are the best colleges for B.Arch? I have scored 156 marks in JEE Mains paper 2.,193,2 years ago
Is it a right decision to pursue MBA from Lovely professional University – Punjab or not?,229,2 years ago
"Which is best for CSE: LPU or NIT, Tadepalligudem?",108,2 years ago
I have 50% in UG. Can I apply in LPU for MCA?,38,2 years ago
"How LPU is doing in Research and development? Honest answer, please.",9,2 years ago
How is LPU university for doing B.Tech (CSE)?,122,2 years ago
Is it compulsory to give CAT MAT and XAT tests for admission in MBA hospitality and tourism in LPU?,22,2 years ago
How is LPU for pursuing law? How is its placements? When will the entrance test take place? What is its admission process?,64,2 years ago
"Which institute is better for pursuing BBA: Amity-Jaipur, LPU or Prestige-Indore?",402,2 years ago
Is lovely professional university good to pursue B.Tech?,119,2 years ago
Does B.Tech from LPU have any scope or not?,160,2 years ago
Which is good in term of placement in engineering LPU or JEC Jaipur,164,2 years ago
I got 60% in 12th science. Can I get admission in aeronautical engineering?,290,2 years ago
How is LPU to pursue MBA? Which MBA specialization has more demand?,128,2 years ago
How is Lovely Professional University to pursue BE or B.Tech program?,53,2 years ago
Is LPU is good for Molecular Biology?,3,2 years ago
Which one is better? Thapar or LPU? In placements.,52,2 years ago
"What is the Research, Start-up & Innovation option in LPU for Bio-Sciences domain?",5,2 years ago
Is LPU a good uni to to get a mba degree from? Are it's placement records good?,33,2 years ago
"Why should I consider LPU for ECE? My Good JEE Mains score may get me into some NIT, is there any advantage that LPU has over NITs?",7,2 years ago
What about Zoology courses at LPU?,13,2 years ago
Is the Punjab defamed due to narcotics? Is there any cell in the college for such mal practices? I am from Delhi.,48,2 years ago
What is so special about interview preparatory classes at LPU? Doesn't every college do it?,64,2 years ago
What about Zoology course at LPU?,24,2 years ago
Is  LPU university best for mechanical engineering? I got 98.1% in 10+2 and I am very poor. I am from very small village.,182,2 years ago
Are there any special scholarship scheme introduced by LPU. I still have to undergo my exams.,32,2 years ago
I want to take admission in LPU for civil engineering? Is it worth to do the same?,28,2 years ago
Does B.Tech graduation from lovely professional university is accepted by Kerala psc.,62,2 years ago
Is Diploma in engineering course available in LPU? I am looking for a Diploma in computer engineering.,13,2 years ago
Is it compulsory to have mathematics as a subject in 12th to take admission in B.Com (Hons. )?,21,2 years ago
How is Lovely professional University for B.Sc physics for a bright Indian student interested in pursuing PhD and a career in physics?,62,2 years ago
What is the fee structure for MBA in LPU?,112,2 years ago
Is it worth pursuing B.Tech CSE from LPU?,22,2 years ago
"Is doing MBA at Lovely Professional University (LPU), Punjab valuable or not? What will be the package for MBA freshers in placement at LPU?",11,2 years ago
What is the minimum and maximum salary package offered to the student pursuing B.Tech in agriculture engineering in LPU?,141,2 years ago
How much percentage in 12th is required for admission in B.Tech?,804,2 years ago
Is LPU a good college for a B.Tech in biotechnology?,17,2 years ago
Which one should I prefer for animation courses: Bharati Vidyapeeth University or Lovely Professional University and why?,88,2 years ago
What are the measures taken at LPU Hostels during COVID 19 situation?,7,2 years ago
Can you tell me about civil engineering?,9,2 years ago
Percentage of 12th matters for admission of MCA is LPU?,18,2 years ago
Is it worth pursuing B.Tech CSE from LPU?,22,2 years ago
Am I eligible for BCA after taking commerce without maths in class 12th with CBSE Board.,19,2 years ago
"Is LPU there in Bangalore, Karnataka?",323,2 years ago
What is the eligibility criteria to pursue B. Des from LPU?,11,2 years ago
How can I take admission in LPU? Is admission based on JEE exam?,14,2 years ago
Can I join LPU dual degree BBA+MBA with commerce without maths & 90% in 12th? What is the placement record for this programme?,21,2 years ago
I am seeking admission in Ph.D. in Biology at Lovely Professional University. What is the procedure?,11,2 years ago
