question,views,posted
"Which university is better in terms of placement in UITHM Hotel management, LPU, amity, chitkara or Chandigarh University?",482,a year ago
Is it 100% sure that i will get admission in LPU  for BBA if i applied for it in online ?,87,a year ago
"Which university among Chandigarh University, LPU and Chitkara should I prefer for a Bachelors in agriculture?",136,a year ago
Is LPU good for a BCA?,257,a year ago
Should I pursue MBA from LPU or Chandigarh University?,73,a year ago
How is B.Tech Biotechnology at LPU?,474,a year ago
How is Lovely Professional University for BCA? Can I get admission easily in BCA? I have 52% in 12th.,31,a year ago
Which of these is better: B.Tech in CSE from Lovely Professional University or BE in CSE from Chandigarh University (CU)?,73,a year ago
Is it worth studying at Lovely Professional University in 2020?,76,a year ago
Can I get admission in LPU for B.A. LL.B. 2nd year?,68,a year ago
What are the achievements does LPU have in recent time?,382,a year ago
"Which university is better in all terms SRM, Amity, LPU or CU?",77,a year ago
How is LPU for pursuing MBA? Can I know about better the better colleges than LPU for pursuing MBA?,157,a year ago
"Which is better for education and placements, KLU or LPU?",82,a year ago
"Which university is better to study Electronics and Electrical engineering, LPU or Chitkara University?",334,a year ago
What about the placements?,254,a year ago
How good is LPU for a B.Tech in EE and EEE?,83,a year ago
I have scored 80.14% in JEE paper 2. Can I get a seat in LPU?,321,a year ago
Will I get admission in LPU with a score in the 80th percentile in the MAT?,93,a year ago
How much would a B.Tech in CSE at LPU cost without a hostel?,33,a year ago
"I want to know if I can get admission to LPU, I have completed my 12th in 2017. I have dropped two years.",34,a year ago
Should I do a B.Tech in CSE from LPU or Graphic Era University?,364,a year ago
"Is there any choice between LPU, Delhi and LPU, Jalandhar?",229,a year ago
What is the salary after doing an MBA from LPU?,251,a year ago
How is LPU for BBA. I want to know about placements?,338,a year ago
"I am a 12th student from PCM, which college/university is the best: Chandigarh Group of Colleges or Lovely Professional University?",81,a year ago
Can I get direct admission for an MBA in LPU or Chandigarh University without an entrance exam?,50,a year ago
Is LPU really good?,97,a year ago
Is LPU University good for gaming and VFX course?,204,a year ago
I am getting ECE in GNDU Amritsar and CSE in LPU. What should I choose?,27,a year ago
Which University hostels is safe for girls between CU and LPU.,533,a year ago
Is LPU and CU University valid in Nepal?,333,a year ago
"Does LPU, Chitkara, CU provide dual specialisation in MBA?",399,a year ago
Which one is better: Shiv Nadar or LPU for ECE?,82,a year ago
"Which college is best in terms of placements: Vel Tech, LPU, or Shiv Nadar?",90,a year ago
"I want to do B.Tech n CSE. Which university should I go for, Chandigarh University, LPU or Amity?",284,a year ago
How is the faculty of LPU?,383,a year ago
Are there Africans at LPU?,66,a year ago
"Is chaitkara University Chandigarh good for b tech in CSE rather then jmit radaur, ncu Gurgaon, Dronacharya gurgoan or lpu which tell me.",49,a year ago
How can I join any student organisation in LPU?,178,a year ago
What is the required minimum percentage in Bachelor's degree to get admission for MCA in LPU?,134,a year ago
"After B.A. Degree, can I take admission in MBA?",142,a year ago
Is it true that the placements provided by LPU are of low packages?,72,a year ago
Which one is better for MBA- Lovely Professional University or IIM Ahmedabad?,41,a year ago
"Which university is better, Amity University, Kolkata or LPU?",23,a year ago
Which one is better for fashion designing among Lpu and Chandigarh university??,239,a year ago
"Which college is better, Shiv Nadar University or LPU?",75,a year ago
"Which one is the best for B.Tech among LPU, Chitkara University, GNDEC and Chandigarh University?",224,a year ago
MBA business analytics from Chandigarh University or MBA business analytics from LPU. Which one would be a better choice?,96,a year ago
"Which is a better college to pursue B.Tech in petroleum engineering, MIT-Pune or LPU?",263,a year ago
Why LPU is called minicity?,309,a year ago
"Which is the best university to pursue BBA, Amity University, BML Munjal or LPU?",712,a year ago
Is it worth taking admission in Aliah University or LPU?,79,a year ago
What are different types of scholarships at LPU?,101,a year ago
"Which is the best university for B.Tech in CSE among LPU, Jalandhar and ITER, Bhubaneswar?",81,a year ago
Which is best for CS LPU or UPES?,23,a year ago
Which one is better among Shiv Nadar and LPU?,394,a year ago
"Which university is better in terms of placement in UITHM Culinary Science, LPU, amity, chitkara or Chandigarh University?",51,a year ago
"Which university is better to pursue B.Sc. In agriculture, Amity University or Lovely Professional University?",96,a year ago
What are different types of specialisations in MBA at LPU.,159,a year ago
Which one is better: Chandigarh University vs Lovely Professional University?,56,a year ago
"Which university is better in terms of placement in UID-Industrial design, LPU, amity, chitkara or Chandigarh University?",106,a year ago
"Which is better for a B.Tech in CSE, Sharda University, Amity, LPU or Chandigarh University?",295,a year ago
"Which is better for mechanical engineering: LPU Jalandhar or Dr. B R Ambedkar Institute of Technology, Bangalore?",100,a year ago
Which one is better for BBA among LPU and Amity University in terms of placements?,599,a year ago
What are the extra benefits for studnets having positions in board exams?,67,a year ago
"Which college is good among PEC University, LPU, CU and CGC? What is the rank of these colleges?",130,a year ago
Is LPU good for B.Sc. Economics?,105,a year ago
"Which is better for MBA Amity, LPU, CU or Bennett university?",76,a year ago
Can I get admission in Lovely Professional University? I got 58.4% in State board.,231,a year ago
Which is a better college among LPU and Chandigarh University?,263,a year ago
I'm eligible for one of the scholarships under students science exhibition category. Do I still need to apply for entrance?,134,a year ago
"Which university is better for B.Tech in CSE amongst Apeejay Stya University, Chandigarh University and Manav Rachna University?",109,a year ago
Which is best for CSE: MIT or LPU?,356,a year ago
How is B.Arch at LPU?,64,a year ago
I have registered myself in LPU but it is not showing BBA option? Is LPU not having BBA course?,34,a year ago
"Which is better for MBA Amity, LPU, CU or Bennett university?",106,a year ago
Does LPU offer any B.Com Hons?,56,a year ago
What would be the fee structure of B.Tech in LPU for 4 years including hostel charges?,79,a year ago
"Can I know how is LPU for a B.Tech in CSE in terms of faculty, atmosphere and placements?",50,a year ago
"Which is better among LPU, Chandigarh University and Chitkara University for B.Tech in CSE?",70,a year ago
"Which institute is better for pursuing BBA LPU, CU, Chitkara University or Symbiosis?",196,a year ago
"Which university is better in terms of placement in AIT CSE, LPU, amity, chitkara or Chandigarh University?",180,a year ago
"Is NIT-Patna better than the private colleges like PICT, VJTI, MIT, SRM, VIT and LPU?",864,a year ago
Is B.Tech CSE of LPU Is better than CU?,291,a year ago
Which is better LPU for B.Tech CSE or MSRIT for EEE? My profile: 12th PCM-84% and JEE Mains-62 marks.,248,a year ago
Can I know if Lovely Professional University is a good college for civil engineering?,19,a year ago
"Which is the best university for agriculture among lpu, amity, CU & sharda University.",54,a year ago
Which one is better in terms of management placements LPU or Chandigarh University if I want to do MBA in international business?,1300,a year ago
Which is a better option for ECE- LPU or CU?,819,a year ago
which college should i choose among LPU and Chitkara in branch CSE?,169,a year ago
Which is the best college for BBA among Amity-Jaipur and LPU?,27,a year ago
Is LPU and CU University valid in Nepal?,348,a year ago
Can I admission in LPU? I have not cleared LPU-NEST exam for B.Sc agriculture.,435,a year ago
Which one is better among LPU and KIIT?,1900,a year ago
Do I need to qualify LPUNEST exam to get admission in LPU for BA in journalism and mass communication?,141,a year ago
Is LPU a good choice for civil engineering?,29,a year ago
Which is better among LPU and Jain University?,1600,a year ago
How is the B.Com (Hons) at LPU? How can I get admission?,25,a year ago
"Which is best for CSE: LPU or NIT, Tadepalligudem?",349,a year ago
Is it worth to take admission in LPU for CSE?,636,a year ago
"Which is better for placements in M.A. English: Chitkara, Chandigarh or LPU university?",57,a year ago
Why Engineering from LPU?,40,a year ago
How are the placements of integrated ECE + MBA in LPU?,118,a year ago
"Which is a better university for B.Tech in CSE in terms of placement and education among Parul University, LPU and Medicaps, Indore?",670,a year ago
Does college go harsh on students with below 75% attendance?,10800,4 years ago
Can you share some more information about LPU? Is it worth to pursue B.Tech honors? Is CSE branch good or not?,80,a year ago
"Is placement of Chitkara University better than Thapar University, CGC Landran, Chandigarh University and Lovely Professional University?",96,a year ago
"Which university is better for MBA in terms of placements, LPU or IMS Unison?",140,a year ago
How is LPU in terms of placement for MBA? Does it provide internships?,45,a year ago
What are the various sports offered in LPU?,337,a year ago
Should I join LPU for ECE?,15,a year ago
I want to do MBA? What is the admission procedure without giving CAT at LPU? I scored 60% in B.Com.,72,a year ago
Which one is better- PGDM from Jaipuria Institute of Management or MBA from Lovely Professional University?,93,a year ago
What is the college timings for Diploma CS branch in LPU?,121,a year ago
"Which institute is better amongst LPU, G. D. Goenka, BML Munjal and CU?",298,a year ago
Are the students pursuing B.Tech CSE from LPU getting good packages?,163,a year ago
I want some reviews about the dual degree BCA-MCA course from Lovely Professional University.,768,a year ago
Does LPU offer MBA dual specialisation course?,1100,a year ago
Which one is good for B.Tech CSE LPU or HBTI?,372,a year ago
I have scored 95.4% in JEE Paper 2. Can I get a seat in LPU?,23,a year ago
How is LPU for B.Arch. How are the placements?,56,a year ago
"Which is a better college for B.Tech in CSE from among LPU, Veltech, BITS, VITEE, IIMT and all other private colleges?",44,a year ago
What is the fees and Eligibility for MBA from LPU?,63,a year ago
I want to take admission for B.Sc (Hons.) in Agriculture. Do I have to give entrance exam or direct admission on merit?,186,a year ago
How is the placement assistance in LPU for BCA course? What is the minimum salary package offered to the BCA students?,2000,a year ago
Are there any placements from LPU to other countries after M.Sc agriculture in agronomy?,336,a year ago
What is the package offered for mechanical engineers in LPU?,17,a year ago
Is LPU a good college for ECE engineering?,55,a year ago
"Should I take admission in LPU in IT stream? , is placement is good for IT branch?",267,a year ago
"Can I know which has better placements, LPU or CU?",93,a year ago
Is Lovely Professional University is good for B.Tech in CSE?,255,a year ago
How good are the agriculture courses from LPU?,83,a year ago
"Which university is better for CSE amongst LPU, SRM and CU?",708,a year ago
Does LPU provide any education loan assistance?,387,a year ago
Why is Lovely Professional University considered the best private university?,25,a year ago
Can I know which one is better: Punjab University vs Lovely Professional University (BBA-MBA)?,25,a year ago
"Which college is good among PEC University, LPU, CU and CGC? What is the rank of these colleges?",154,a year ago
How is LPU for research?,95,a year ago
Should I go for LPU for CSE or go for any other college as I have heard a lot of rumors about it? But LPU has a good placement record.,61,a year ago
Can you suggest a good university for computer Science engineering?,41,a year ago
Is it compulsory to appear for CAT/MAT/GMAT to get admission in LPU?,599,a year ago
"Which one is better for CSE among MS Engineering College, Bangalore and LPU?",164,a year ago
Is it a good choice to pursue petroleum engineering from LPU or should I look for other colleges?,35,a year ago
Which one should I prefer for a hotel management course: LPU or Army Institute of Hotel Management and Catering Technology and why?,189,a year ago
Why LPU is not AICTE approved?,107,a year ago
Which university is better among LPU and Vignan University?,494,a year ago
"Which university is best for pharmacy, LPU or CU?",143,a year ago
Can I get admission in B.Sc (Hons. ) zoology now? I have passed my +2 CBSE with 91% marks.,40,a year ago
How is the engineering campus of LPU especially for aerospace engineering?,162,a year ago
Can I know which is good Chandigarh University or Lovely Professional University?,11,a year ago
"I want to study B.Tech CSE. Which college is better for Good placement to me"" LPU or SASTRA UNIVERSITY""?",117,a year ago
"Which university is best, LPU or DITU?",331,a year ago
Can you suggest me which university should I choose for BCA LPU or Amity?,76,a year ago
Am I eligible to pursue M.Sc in biotechnology after completing B.Sc nursing?,467,a year ago
What is the highest salary package for M.Sc. Fashion designing students from lpu.,52,a year ago
How is LPU for Zoology course?,98,a year ago
Which one is better for BBA programme Galgotias University or Lovely Professional University.,69,a year ago
Which one is good among LPU and DY Patil University?,1200,a year ago
I want to join LPU for B.Tech (civil engg) but I am confused as someone told me that it is not AICTE approved.,210,a year ago
How is LPU for B.Sc agriculture?,200,a year ago
"Which university is better for an MCA degree among GNDU, LPU, Chitkara, or Chandigarh University?",53,a year ago
What is the syllabus for 1st year of B.Sc. Agriculture honors?,61,a year ago
"Which is better, Symbiosis Institute of Technology Pune, LPU, or Chitkara for B.Tech in CSE?",129,a year ago
Why would LPU be considered for engineering graduates.,60,a year ago
Can I know what is the ranking of the Lovely Professional University?,12,a year ago
Which is better for B.Tech in CSE: LPU or JECRC?,63,a year ago
"Which university is better for civil engineering among Chandigarh University and DAV University, Jalandhar?",23,a year ago
Is LPU good for distance education for MBA in operation management?,141,a year ago
Is internship provided in LPU for BBA (Hons. ). During the course period?,48,a year ago
MBA In lpu fees & Averege package in financial marketing.,172,a year ago
What is the admission process of LPU and the fee?,62,a year ago
Why MBA Hons programme is residential at LPU. I live in Jalandhar.,45,a year ago
"How are the placements in Lovely Professional University, Admission Office for B.Tech chemical engineering?",172,a year ago
What shall I do? I have taken admission for CSE in LPU and I am watching some bad reviews regarding its faculty and placement.,255,a year ago
"Which college is better for CSE among Galgotias, Graphic Era and LPU?",31,a year ago
What is the scope after B.Pharma?,717,a year ago
Can I get admission in Lovely Professional University or SRM or any other good colleges? My marks only 26 in JEE and 85% in board.,61,a year ago
Which is best for B.Tech CSE: Thapar University or LPU? Which will provide better scholarship?,66,a year ago
"Which college is better for BBA amongst LPU, JECRC, Prestige-Indore, Birla-Jaipur and Amity-Jaipur?",437,a year ago
Kl or lpu which is best.,49,a year ago
Is it good to take admission in LPU for B.Tech CSE at LPU then at CU?,91,a year ago
Can I apply for BBA LL.B course? I got 54% in PCB but my best 4 percentage is 72%.,150,a year ago
What are the total fees or semester wise fees for an MBA in LPU?,25,a year ago
How is aero space engineering in LPU? Does it have infrastructure and faculty to support such a programme?,22,a year ago
Which are the top most engineering colleges providing lateral entry admissions in B.Tech? How can I get admission there?,163,a year ago
Can I get admission in LPU or other good universities as I got 62% in class 12th?,828,a year ago
What NIRF Ranking is achieved by Chandigarh University and LPU? Which one is better for Management?,23,a year ago
I want to join LPU but is it necessary to pass LPU NEST or JEE Mains?,82,a year ago
Can I get admission in Lovely Professional University or SRM or any other good colleges? My marks only 26 in JEE and 85% in board.,34,a year ago
How is LPU for B.A. LL.B?,78,a year ago
Should I choose BMS from Jain University or BBA from LPU?,23,a year ago
Is LPU a ragging and drug fre campus?,371,a year ago
Is doing ECE the best in LPU or VIT?,22,a year ago
Is LPU good for hotel management courses?,59,a year ago
Which college is better to pursue BBA Lovely Professional University or Graphic Era University.,59,a year ago
Does LPU offer any benefits to defence people or its dependents in studies?,585,a year ago
Fee structure of Lovely professional University?,60,a year ago
Can someone tell me if there are good packages offered to LPU students? Please be specific as this is question of future of my brother.,11,a year ago
"Which is the best option for CSE among Chandigarh University, Nirma University, LPU and IPU?",430,a year ago
Can I pursue B.Sc in agriculture from LPU? Is LPU recognised by ICAR?,457,a year ago
Can I get admission in LPU for hotel management course with my NIOS certificate?,59,a year ago
How are the placements in LPU?,104,a year ago
How are the placements for MCA at LPU?,47,a year ago
I am a bit confused about taking admission in MBA. Which university should I go for as per their NIRF Rankings? Chandigarh University or LPU,43,a year ago
How are the placement records of Chandigarh University and LPU? Share their rankings as well.,16,a year ago
How are the placements in CS in LPU as compared to CSE in SRM?,26,a year ago
Is LPU institute a good to pursue MBA?,191,a year ago
Which is costly LPU or Amity?,255,a year ago
Is fashion designing good at LPU?,385,a year ago
I scored 89 percentile in 12th and 361 All India SC rank in CLAT. Am I eligible for admission in B.A LL.B(Hons.)?,156,a year ago
"Sir which college is better to study CSE, Amity university (raipur) or LPU university.",101,a year ago
Which is better for fashion design: Amity University or LPU?,368,a year ago
When will the new session for MBA begin?,66,a year ago
Which is a better option for MBA among Lovely Professional University and Doon Business School?,125,a year ago
Is LPU the best for cyber security and blockchain?,30,a year ago
How is the placement for CSE in LPU?,175,a year ago
Should I go for Lovely Professional University or GTBIT under IPU? I am a Delhi resident.,151,a year ago
How can I get admission in LPU to pursue B.Tech in CSE?,80,a year ago
Which institute is better for pursuing CSE: LPU or MIT?,65,a year ago
How can I get counseling at LPU.,53,a year ago
Can students of Lovely Professional University clear the IIT JAM?,23,a year ago
"Which is better, Chitkara, LNMIIT, LPU, or PEC?",283,a year ago
Will I get the benefit of ICAR recognition and LPU is saying that they will get approved by ICAR in 6 months?,159,a year ago
Which university is better among GITAM and LPU?,189,a year ago
Why LPU is the best for automobile engineering?,290,a year ago
Fee structure of LPU for M.Com?,129,a year ago
Is LPU the best university for B.Tech?,45,a year ago
Which are the different specializations offered Iin B.Tech CSE at LPU?,65,a year ago
How is the Hostel life for Girls in LPU?,103,a year ago
Which university should I choose for B.Sc. Computer Science LPU or VIT?,70,a year ago
Is lovely professional university good for BBA. Is there placement after BBA. Please name some good university offering placement after BBA.,193,a year ago
"Why should I consider LPU for ECE? My Good JEE Mains score may get me into some NIT, is there any advantage that LPU has over NITs.",38,a year ago
Which is better for B.J. M. C. banasthali vidyapith or lpu?,54,a year ago
How are the placements and internship for B.J. M. CAT LPU?,12,a year ago
Which university has good placements: SRM or LPU?,152,a year ago
What scholarship can I get in LPU for CSE? I have scored 90% in +2 board exams.,179,a year ago
Which are the best private colleges for B.Tech in CSE under 9 lacs including hostel fee with direct admission?,13,a year ago
Is LPU a good university for MBA?,35,a year ago
I have interest in Multimedia and Animation. so which is the best course for me in LPU ? is BCA(hons.) good for me? is yes then what in BCA?,400,a year ago
"Which one should I prefer for B.Com: Lovely Professional University or Loyola College (LC, Chennai) and why?",361,a year ago
Can I know which college is better for a B.A. LL.B. LPU or Chandigarh University?,27,a year ago
Which one is better CGC Landran or LPU for B.Tech in CSE?,32,a year ago
"When will LPU, Jalandhar form for 2019 admission made available?",65,a year ago
Will I be able to apply for government jobs after completing part-time M.Tech in CSE from LPU? Should I go for this course or not?,55,a year ago
"Which is the best college for MBA without giving any entrance test like CAT, MAT and XAT?",973,a year ago
Which course has better career option and scope from LPU: BCA or Diploma+B.Tech in CS?,24,a year ago
I need to join lateral entry B.Tech. I wish to join Lpu university. Do u support ME? My Diploma % is 85 and 10th class % is 90.,17,a year ago
After doing CA which degree should I opt between MBA or CS for a good salary package and is beneficial for me?,47,a year ago
What are the placement records of B.Tech in CSE at LPU in this academic year?,15,a year ago
"Which is best for CSE: LPU or SASTRA, Thanjavur?",31,a year ago
Which one is better for CSE among IEM-Kolkata and LPU?,559,a year ago
What is the total fee for aeronautical engineering for the student who gets 90% in 12th?,412,a year ago
Is LPU a deemed University? Is it recognised by UGC and AICTE?,2200,a year ago
How is the placement of BBA in LPU?,58,a year ago
"Which is better among LPU, Chandigarh University and Chitkara University for B.Tech in CSE?",28,a year ago
"Which is the best college to pursue B.Tech in biotechnology, Amity University, Galgotias University or LPU?",87,a year ago
Is LPU good to pursue mechanical engineering without appearing for GATE?,203,a year ago
Which institute is better for a distance MCA LPU or Amity?,96,a year ago
Is LPU good for MBA or I can look for better options than LPU?,48,a year ago
Can I do a B.Tech in biotechnology as a PCB student at LPU? What is its scope in India?,638,a year ago
"I wanted to know tha whether LPU is best or NIMS, Jaipur is best for BPT in india? Please let me know asap.",67,a year ago
Which college is better for B.Tech in CSE among Dev Bhoomi Group of Institution and Lovely Professional University?,281,a year ago
"Which is best: LPU or BITS, Mesra?",92,a year ago
Which is the best option for mechanical engineering among lpu and Chandigarh university?,14,a year ago
"I want to know which university is more fraud, LPU or CU.",20,a year ago
Does LPU have any option of pathway programs with Canadian universities for B.Tech?,30,a year ago
"How does it feel to be a student at Lovely Professional University, LPU?",394,a year ago
"I want to do a B.P.Ed course after graduation. Which one is better among LPU, Chandigarh University and Chiitkara?",16,a year ago
"Which is best for CSE: LPU or SASTRA, Thanjavur?",711,a year ago
"Which university is better in terms of placement in Biotechnology, LPU, amity, chitkara or Chandigarh University?",441,a year ago
How are the placements in LPU and Manipal?,384,a year ago
How are the placements in LPU and Manipal?,17,a year ago
I haven't write my CAT exam soo is I'm I Eligible for MBA in lpu.,470,a year ago
How can I take admission in LPU? Is admission based on JEE exam?,297,a year ago
Which is a better option among Manav Rachna and Chandigarh University for B.Tech?,60,a year ago
How is mechatronics in LPU?,209,a year ago
"Which university is better for a CSE, LPU or Amity?",133,a year ago
"I am from Tripura, general category. How much do I need to get in LPU NEST to get a scholarship for B.Tech? Is LPU worth giving a shot?",47,a year ago
For aeronautical engineering which college is best lovely professional university or amity university?,18,a year ago
Which branch of engineering is good in LPU? In which branch faculty members are good?,18,a year ago
My diploma was of 2 years as I got my admission in Diploma after 12th (PCM). Will I be able to give lateral entry test of B.Tech in LPU?,337,a year ago
"I want to take admission in MBA in turism and hospitality in LPU,My graduation mark is 70%,fee structure,, MBA in LPU is regular or distance",176,a year ago
I am little concerned about how universities (LPU) and institutions will address social distancing when students join university/ institute?,21,a year ago
What special arrangements LPU has made to support prospective candidates?,25,a year ago
"How are placements for B.Tech ECE at LPU, Jalandhar?",121,a year ago
I have 52% in marks in 10th and 65% marks in 12th can i take part in Campus selection placements,4700,a year ago
I have done B.Com. Which course should I do for a bright future among CA and MBA?,23,a year ago
Which University is better for BBA LPU or IPU?,376,a year ago
How are the placements of B.Pharma in LPU?,370,a year ago
Is LPU a good college for CSE from the placement point of view?,243,a year ago
Should I choose Sharda University or Lovely Professional University?,843,a year ago
Is LPU good for mechanical?,192,a year ago
Are there any special scholarship scheme introduced by LPU. I still have to undergo my exams.,17,a year ago
When will the classes start for B.Tech CSE first year students at lpu?,215,a year ago
Average placement of CSE in LPU?,177,a year ago
How are the placements in LPU for mass communication?,1600,a year ago
Which one is better for B.Tech among Nirma University and Lovely Professional University?,206,a year ago
Will I get a placement after completing MBA from LPU?,326,a year ago
"I have given CAT exam last year, will you consider my score for scholarship at LPU. Advice.",39,a year ago
Which is the best university out of LPU and Symbiosis with credit transfer options in B.Com or BBA programs?,39,a year ago
Can I get provisional admission in LPU before 12th class in BBA MBA integrated program?,148,a year ago
"Which one is best for placements after BBA: Jecrc, poornima university or lpu?",213,a year ago
Which is best for CSE: MIT or LPU?,50,a year ago
I want to know about LPU's fees details.,31,a year ago
I am planning to do MBA Commerce from LPU. Is LPU a good choice?,145,a year ago
What's the benefit of pursuing B.Tech CSE from LPU?,127,a year ago
Which institute is better for pursuing CSE: LPU or MIT?,390,a year ago
"Which institute is better among LPU and GNE, Ludhiana for B.Tech CSE or IT?",928,a year ago
"Which college is better for doing BBA according to placememt,fees also in job opportunities ASM(CSIT)Pune or Lovely professional university",608,a year ago
"Sir, is it possible to pursue B.Tech through lateral entry in LPU?",30,a year ago
How is Doon University and Lovely Professional University for B.Sc. Agriculture?,126,a year ago
Is it good to pursue MBA after B.Tech? Which specialisation should I do take in MBA?,60,a year ago
"Which is a better private college among LPU and SRM, Manipal?",328,a year ago
"Which college is better among LPU and Manipal University, Manipal for M.Tech in mechanical background?",15,a year ago
Can I get admission in B. Design in fashion designing at LPU after completion of graduation in other discipline?,47,a year ago
"Which is the best college for studies and placement after B.Tech CSE among LPU and SRM, Chennai?",54,a year ago
Is Lovely Professional University good for B.Tech?,175,a year ago
Is Lovely Professional University good for MBA in health care? Please reply the soonest.,113,a year ago
How can I get a scholarship in LPU? I belong to the economically weaker sections and the general category.,128,a year ago
"Which is the best university to pursue ECE among Chandigarh university, lpu, galgotias university and bml munjal?",65,a year ago
Is Lovely Professional University a good college for CSE or average? How will you rate it out of 10 for CSE?,175,a year ago
"Is the fee less than Rs 10 lakhs or more in private colleges? My son is saying BITS, VIT, SRM, and LPU are good private colleges.",343,a year ago
Why MBA Hons programme is residential at LPU. I live in Jalandhar.,27,a year ago
I got 138 marks in LPU-NEST. Am I eligible for aerospace engineering in LPU University?,346,a year ago
Which university is better for pursuing ECE: PES University or LPU?,254,a year ago
Can I take admission in LPU for a Diploma in CSE right now?,33,a year ago
Can I take admission in the second year in LPU? What are the documents required? I studied 1st year in Vignan University.,102,a year ago
"Which is best for CSE: SNN or LPU, Jalandhar?",144,a year ago
What should I do for taking admission in LPU after 12th?,236,a year ago
Is lpu best for pursing MBA. ?,383,2 years ago
How is Lovely Professional University for B.Sc in airlines hospitality and tourism?review from any senior,242,a year ago
Which one is better for MBA among LPU and Chandigarh Group of Colleges in terms of placements?,215,a year ago
Which will be a better institution for aerospace engineering between SASTRA and LPU?,104,a year ago
"Which university is better for an MBA, Lovely, Professional University or Chandigarh University?",246,a year ago
"Hi, can someone please tell me that after doing B.Com from LPU can I pursue MBA in aviation management? Is it good for making a career?",15,a year ago
What is the scope of B.Design Gaming in LPU ?,141,a year ago
What is COVID-19 Scholarship at LPU?,51,a year ago
"Hello,iI passed the 12th last year with 80% in inter arts stream. am I eligible to get admission in LPU university for graphic design course",31,a year ago
Can you compare between LNCT and LPU?,286,a year ago
"Which is the better option for BTech CSE preference-wise out of SRM NCR, Chandigarh University, Chitkara University, LPU, & CGC?",35,a year ago
Which has better placements opportunities in LPU between B.Sc design and B.Design in fashion design? Can you name a few companies?,403,a year ago
"Dear Sir, I want to do MBA through distance. I have shortlisted 2 universities: ICFAI University and LPU. Please help me.",58,a year ago
Which university is good for B.Tech among LPU and Poornima University?,241,a year ago
"How are the placements in LPU for CSE, compared to VIT?",33,a year ago
Is CSE better group to study in lpu? How are the placements of CSE students in LPU?,14,a year ago
"I want to do graduation in Acting, have dream to go NSD after graduation. Tell me any potential Institute in Punjab?",65,a year ago
Can I study B.Sc. In Hotel Management at Delhi branch of LPU.,117,a year ago
Is LPU provide B.Ed. M.Ed integrated course?,81,a year ago
"Can I get direct admission  in lpu for b.tech?  If yes, then will I have to pay any kind of donation?",253,2 years ago
Can I do B.Sc. In chemistry from LPU though I didn't study math at 12th? I am a PCB student.,91,a year ago
Which is best college CBIT or LPU for CSE?,241,2 years ago
Which one is better among colleges through UPSEE and LPU for B.Tech in CSE?,205,a year ago
Which is a better university to pursue BBA Amity University-Jaipur or LPU?,81,2 years ago
How is it to study in LPU?,67,a year ago
"I'm a hardworking student and don't wanna shatter my parent's hopes, I got 97 in 10th ICSE and 95 in class 12th ISC in computers, UPES?",14,a year ago
"Which college should I choose in terms of placement and packages: Jamia, Lovely Professional University, Pantnagar University or AMU?",410,a year ago
Which is the best college for CSE among Manipal and LPU?,94,a year ago
"Hi, can someone please tell me that after doing B.Com from LPU can I pursue MBA in aviation management? Is it good for making a career?",162,2 years ago
"After B.Com, which college's placement is better: LPU or Poornima University?",99,2 years ago
I have got (2330) rank in LPU-NEST. Can I get a seat in CSE at LPU?,135,2 years ago
What is the condition of placement for a BCA at LPU?,68,a year ago
Hostels of LPU are better or of CU.,137,a year ago
Which is a better option among LPU and Manipal University?,78,a year ago
Which is a better college among LPU and Chandigarh University?,79,a year ago
What are the marks required for getting CSE in LPU?,69,a year ago
How are the placements of LPU? I want to take admission in LPU.,226,a year ago
What is the placement scenario of LPU for present batch?,34,a year ago
Should I drop this year or take admission in LPU for pursuing B.Tech in civil engineering?,33,a year ago
"I need a comparison between LPU, Bharathidasan Institute of Management and LIBA. Which is best for MBA?",98,a year ago
Is LPU considered a good university for B.Tech in CSE?,109,a year ago
When can I apply for BBA course in LPU Jalandhar? I am doing 12th this year from UP board. Did 10th from ICSE.,70,a year ago
In lpu is there any uniform for B Tech CSE?,58,a year ago
What is so special about interview preparatory classes at LPU? Doesn't every college do it?,10,a year ago
Can I do B.Sc. In chemistry from LPU though I didn't study math at 12th? I am a PCB student.,30,a year ago
"Which is better: GLA, LPU and Chitkara in terms of placements and infrastructure?",94,a year ago
I have been selected in JK Laxmipat University Jaipur and LPU Jalandhar and I am confused. Which one should I go for?,28,a year ago
"Which is the best for a CSE, LPU or ITER?",59,a year ago
Which course has good scope among MBA and CA?,13,a year ago
"Which is better among LPU and NIMS University, Jaipur for B.Tech in agricultural engineering?",297,a year ago
Which college is more beneficial to pursue B.Sc in economics (Honors): GNDU or LPU?,255,a year ago
"Which is better for BBA: LPU, SRM, UPES, Manipal or Doon Business School?",280,2 years ago
Which university provides better placements: LPU or GNDU?,67,a year ago
What is the scope of B.Tech in civil engineering in Lovely professional University?,81,a year ago
"Which is best for CSE: LPU or NIT, Tadepalligudem?",74,2 years ago
"Which college is good for aerospace engineering among Sha-shib group, LPU and Sharda University?",111,2 years ago
How is Lovely Professional University for MBA in hospital management?,15,a year ago
Which college is better for pursuing CSE: LPU or VIT?,5000,2 years ago
I just want to ask that if I can pursue mass communication from LPU? Will I get a good job with a high salary?,23,a year ago
"What are the benefits of doing MBA from Amity, LPU and Sharda University?",186,a year ago
Which are the best government or private colleges to pursue civil engineering?,31,a year ago
