question,views,posted
Which is better university to study MSc in Nutrition and Dietetics- Chandigarh University or Lovely Professional University?,19,8 months ago
How good is LPU for mass communication?,73,9 months ago
Is LPU ICAR approved?,585,9 months ago
Where is the ranking of LPU and also about the placements?,133,9 months ago
Is Chandigarh University good for mechanical engineering or is LPU better?,111,9 months ago
What is eligibility to join MBA in LPU?,323,9 months ago
Can you please tell me the reality of LPU? How are the placements of this college for CSE?,823,9 months ago
Is the Lovely Professional University a good college for civil engineering?,161,9 months ago
What is the average package in LPU for B.Tech CSE?,152,9 months ago
Is it worth to pursue CSE from LPU?,119,9 months ago
Is LPU good for BJMC course? I have scored 74% in 12th.,167,9 months ago
"Which University is best for pursuing hotel management course, LPU or Chandigarh University?",142,9 months ago
Where can I get L.P.U. nest questions paper 2016?,120,9 months ago
"I want to know, is it worth pursuing chemical engineering from Lovely Professional University.",69,9 months ago
How many seats are there in LPU for engineering?,2300,10 months ago
Is LPU good for MBA?,869,10 months ago
What is the highest package offered during LPU placements?,15,8 months ago
What is the last date to apply for admission at LPU?,67,10 months ago
What is the fee structure for BTech CSE at LPU?,33,9 months ago
What is the average package offered during the recent LPU placements?,15,8 months ago
How are the placements for MBA in LPU?,610,10 months ago
What is eligibility to join MBA in LPU?,661,10 months ago
What is the average placement of MCA in LPU.,185,10 months ago
"Which institution is providing the best placements with lucrative packages in hotel management: Amity, Chandigarh University or LPU?",16,8 months ago
What position does LPU hold in the NIRF ranking 2023 for engineering? Are there other institutions I prefer based on the NIRF ranking?,82,9 months ago
Is LPU recognised by UGC?,621,10 months ago
Can I get admission in LPU for B.Sc in airline tourism and hospitality management with 50% in 12th boards without giving LPU-NEST?,327,10 months ago
Is The questions in LPUNEST test  be same for the students who's going to study masters with the bachelor ones??,123,10 months ago
What is the LPU CSE average placements in 2023?,28,8 months ago
"Is LPU recognized by UGC, DEC, AICTE and NAAC?",351,9 months ago
Does LPU offer Integrated BBA-MBA course?,20,9 months ago
Can I take admission in LPU for B.Ed (online) course?,25,9 months ago
How many recruiters participated during LPU placements?,8,8 months ago
What are the scholarships offered by LPU?,116,10 months ago
How many companies offered package above INR 5 LPA during LPU placements?,8,8 months ago
"Which university is better for mechanical engineering amongst SRM, KIIT and LPU?",482,9 months ago
Is the B.Pharm degree provided by LPU deemed valid in Canada?,374,10 months ago
Is there lateral entry in LPU for BBA course?,212,10 months ago
Which university is better among LPU or Chandigarh University?,191,10 months ago
Is LPU good for MCA?,410,10 months ago
Can you share details regarding LPU law entrance exam preparation?,130,9 months ago
How to get admission in LPU for BCA?,249,10 months ago
Is it a good choice to pursue MBA from LPU?,447,a year ago
Which is better for CSE- KIIT or LPU?,303,11 months ago
Which is better Amity or LPU for food technology?,651,11 months ago
Does LPU provide scholarship based on the scores of LPU-NEST and 12th board? Can one of it be considered for the same?,252,10 months ago
What is the MBA fees in LPU?,577,10 months ago
What is the cut-off in LPU-NEST for MBA to avail the scholarship?,428,10 months ago
How is LPU for B.Tech. CSE (Hons. ). Programme?,348,10 months ago
How is LPU for B.Sc. Agriculture?,157,10 months ago
If I fill admission form of LPU then when will be LPU-NEST exam?,127,10 months ago
How can I get direct admission in LPU without giving LPU-NEST either donation or on the percentage basis?,4400,10 months ago
I want to pursue nutrition and dietics from lpu can I apply for LPU NEST.,75,10 months ago
What is the last date of apply for LPUNEST exam in Lovely Professional University?,115,9 months ago
"What are the all India ranks of Woxsen, LPU, UPES, Kalinga institute for B.Com?",24,9 months ago
I've given cmat. Can i get admission in lpu without giving LPUNEST?,231,10 months ago
"Do I need to give LPU-NEST for MBA to get in LPU, Punjab? I am in BBA final year.",429,a year ago
Is it compulsory to appear for the entrance exam to take admission in LPU for B.Com?,79,9 months ago
"Which college is better for B.Tech in CSE: Lovely Professional University or SRM University, Chennai?",53,10 months ago
Higher Studies Admission,199,10 months ago
How can I get admission in LPU?,93,10 months ago
How to apply for LPU-NEST 2019?,161,10 months ago
What is the rank of LPU in India among other universities?,221,10 months ago
What is the minimum mark required for B.Tech CSE in LPU-NEST for 2018?,281,10 months ago
What is the qualifying mark or rank in LPU-NEST?,1800,10 months ago
Where will I get sample questions of LPU related to B.Des entrance?,139,10 months ago
Is there any other campus of LPU available?,139,10 months ago
Can I directly write the entrance exam of LPU NEST 2020 phase 2 by not writing the phase 1? Is there any link between the two phases?,103,10 months ago
Can I know how are the surroundings of Lovely Professional University?,554,a year ago
I am an SC candidate. Can I join LPU directly with my SC cut-off marks in JEE Mains without writing LPU NEST. My score is 45 out of 360.,69,10 months ago
Which are the BCA specialisations offered at LPU?,28,10 months ago
What is the fee structure for B.Tech in CSE at LPU?,360,11 months ago
What is the MBA fees at Lovely Professional University- Seekho?,29,9 months ago
What is B.Tech fee in LPU?,355,10 months ago
What is the last date to apply for the LPU NEST 2023 test centre-based exam?,36,9 months ago
Does LPU give good placements in the department of a B.Pharma?,62,10 months ago
Does LPU offer BCA course?,18,9 months ago
How many seats are available for admissions at Lovely Professional University- Seekho?,11,9 months ago
I am an SC candidate. Can I join LPU directly with my SC cut-off marks in JEE Mains without writing LPU NEST. My score is 45 out of 360.,43,10 months ago
How can I get direct admission in LPU without giving LPU NEST either donation or on the percentage basis?,109,10 months ago
What is the difference between bachelor of design and B.Sc interior and furniture design? Can I get admission without appearing in LPUNEST?,618,10 months ago
Does Lovely Professional University- Seekho provides scholarships?,28,9 months ago
What is the date to release LPU NEST 2023 results?,25,9 months ago
Which is better to pursue CSE: CU or LPU?,440,a year ago
Which courses are offered by Lovely Professional University- Seekho?,16,9 months ago
What is the eligibility criteria for BBA course at Lovely Professional University- Seekho?,17,9 months ago
What is the average package of CSE in LPU?,1000,11 months ago
What is the fees of LPU MCA college?,177,10 months ago
Can I apply for LPU NEST now?,96,11 months ago
How do one prepare oneself for the LPU NEST exam for the Diploma programme?,55,10 months ago
Is LPU good for CSE?,209,11 months ago
Can I get admission in LPU for BTech without taking JEE Mains?,347,10 months ago
