question,views,posted
How are the placements in LPU?,340,a year ago
What is the procedure of lateral entry admission in LPU for electrical and electronics engineering?,96,a year ago
"Which is a better college to pursue CSE, KIIT or LPU?",239,a year ago
Is it good to pursue B.Tech from Manipal University or should I go for LPU?,105,a year ago
Is it better to do MBA from LPU or Chandigarh university? Which one is better?,176,a year ago
Which college is best among Lovely Professional University and Chandigarh University ?,739,a year ago
Is LPU good for CSE?,122,a year ago
Is LPU a good university to do B.Tech in ECE?,369,a year ago
Is it worth to do MBA in tourism and hospitality from LPU?,643,a year ago
Will a B.Tech degree of LPU be valid in interviews of PSUs?,26,a year ago
I am working in Delhi. Is there any easy way in which I can complete my Ph.D. course work? When I can apply?,44,a year ago
"Which gives better placement in the CSE, LPU or KIIT?",58,a year ago
Why is pursuing an MBA from LPU the best option for you?,51,a year ago
Is it a good idea to pursue MBA from LPU? Are its placements very good?,87,a year ago
"Which one is better for BBA among LPU, Doon Business School and IBMR?",615,a year ago
Can you compare B.A LLB from Parul University and LPU?,37,a year ago
I want to know about the latest cutoff information for B.Tech. in Computer Science and Engineering at LPU.,30,a year ago
Can I do only BBA from LPU?,263,a year ago
What was the cut-off in LPU-NEST for aeronautical engineering?,416,a year ago
Is it necessary to appear for LPUNEST in order to take admission in LPU for B.Tech?,168,a year ago
How much do I need to score in LPUNEST 2017 to get admission in this college for B.Tech (CSE )?,366,a year ago
"If I had scored 85 percent in 12th and 81 percent in 10th, then what percent of scholarship at LPU will be provided?",17,a year ago
Is Lovely Professional University (LPU) a good college to get admission in terms of good package?,318,a year ago
Does LPU give any importance to e sports as well?,28,a year ago
Which books should I refer for preparation of LPU-NEST examination?,1200,a year ago
Is LPU a ragging free campus?,190,a year ago
Does LPU offers any scholarship on the basis of LPU-NEST?,383,a year ago
How is LPU for B.Tech placements?,196,a year ago
Is LPU MBA 2021 LPU NEST applications out? How to apply for it?,95,a year ago
What is the hostel fee in LPU?,2100,a year ago
Which is the best college to pursue B.Tech among KIIT University and LPU in terms of placement and packages?,191,a year ago
How can I get admission in B.Sc forensic science?,2300,a year ago
What are your views on LPU (Lovely Professional University)?,145,a year ago
Is Lovely Professional University good for BBA?,671,a year ago
Can I apply for BA.LLB now in LPU?,408,a year ago
Which one would be a better 'normal CSE' or 'CSE with industry collaboration and specialisation' at LPU?,112,a year ago
Can I take LPUNEST exam for pursuing MBA from LPU?,140,a year ago
Which is better among LPU and PU?,1700,a year ago
I want to know about the latest cutoff information for Integrated BBA + MBA at LPU  .,17,a year ago
Is ICAR recognition of LPU valid?,70,a year ago
Is LPU good for automobile engineering?,548,a year ago
I am longing to pursue my Bachelors degree in Lovely Professional University after completing my 12th board in 2023. When can I apply?,22,a year ago
Does LPU have any tie with Talent Edge?,265,a year ago
"Can I know which is good for a B.Tech, LPU or Sharda University for mechanical?",33,a year ago
Is LPU a good college for engineering?,1600,a year ago
What are the industry immersion programs that LPU offers?,40,a year ago
I have completed diplona in mechanical engineering.how do I get engineering seats in top colleges,83,a year ago
I want to know about the latest cutoff information for Bachelor of Computer Application (BCA) at LPU.,15,a year ago
Which is a better option for MBA among Lovely Professional University and Sharda University?,506,a year ago
Which is the better college for B.Tech in CSE among KIIT - Kalinga and LPU?,238,a year ago
"Which university has better placement opportunities in pharmacy, Chandigarh University or LPU?",63,a year ago
How are the placements of B.Tech biotechnology at LPU?,1100,a year ago
Is it a good choice to pursue petroleum engineering from LPU or should I look for other colleges?,538,a year ago
"Will LPU, AMRITA, AMITY or any top university conduct conference for the year 2023 for pharmacy students?",36,a year ago
Is there really anything lovely about Lovely Professional University?,212,a year ago
I want to know about the latest cutoff information for M.Sc. in Agriculture (Agronomy) at LPU.,15,a year ago
What is the fee structure for B.Sc in forensic science course in LPU?,1900,a year ago
How is the placement of B.Tech mechanical in LPU?,519,a year ago
"I have done BA in Arts From Pu Should I do MBA,Msc IT, or AutOmobile eng for next?",305,a year ago
"What is the eligibility criteria to pursue B.Sc in forensic science from Lovely Professional University, Admission Office?",1400,a year ago
Is Lovely Professional University good for B.Tech and provide high-end placements?,2000,a year ago
Which institute is better for pursuing B.Tech: LPU or VIT?,534,a year ago
What is the average salary for B.Tech students at LPU?,48,a year ago
Where can I get the results of LPUNEST 2017?,331,a year ago
"I would like to inquire about LPU NEST 2019 results, so to whom I can contact?",61,a year ago
How can I borrow books from the library of Lovely Professional University?,53,a year ago
How are the placements of B.Tech in automobile engineering in LPU?,1400,a year ago
When can I apply for BBA course in LPU Jalandhar? I am doing 12th this year from UP board. Did 10th from ICSE.,479,a year ago
What is the capacity of each branch at LPU?,29,a year ago
"Which college is the best and which course is better in which college SRM, Chennai VIT, vellore manipal University, manipal LPU, BITS pilani",1600,a year ago
Which course is good BCA or B.Tech? Which has more scope? What are the minimum marks required to get admission?,4100,a year ago
Is Lovely Professional University a good option for B.Tech in CSE?,244,a year ago
"Which is a better college to pursue B.Tech, new IIIT, LPU, LNMIIT, VIT, SRM or Nirma University?",1100,a year ago
Is Lovely Professional University good for CSE?,850,a year ago
"Will I get admission now in  B.Sc in Airlines, Tourism, and Hospitality? I have completed 12th with 70% marks.",581,a year ago
How is the placement assistance of B.Tech in biotechnology in LPU?,511,a year ago
How is football ground and a football team of LPU?,363,a year ago
I want to do an MBA course and I am very confused between LMTSM and LPU. Which should I choose?,308,a year ago
"Which is the best option for B.Tech in biotechnology among LPU, VIT, SRM and Thapar in terms of being affordable? I am financially weak.",460,a year ago
I want to do MBA? What is the admission procedure without giving CAT at LPU? I scored 60% in B.Com.,331,a year ago
"Is it compulsory to give CAT, MAT and XAT tests for admission in MBA hospitality and tourism in LPU?",1200,a year ago
Is LPU suitable for an B.A. In mass communications?,53,a year ago
Can I apply for BA LLB 5 years program? I have completed my 12th with 89%. I got a rank of 13169 in CLAT.,346,a year ago
Is LPU recognised by ICAR and UGC?,663,a year ago
What is the placement record of MCA in LPU?,2700,a year ago
Can you please provide me with the syllabus of MBA LPU-NEST 2019?,264,a year ago
How is Lovely Professional University?,156,a year ago
Is LPU good for career in B.Tech (CSE)?,238,a year ago
What are the best study options after BA for best salary packages?,336,a year ago
Which one is better? Thapar or LPU? In placements.,277,a year ago
Is CU good for mechanical engineering than LPU?,525,a year ago
Can you suggest a good architecture college that I can get with 220 marks (expected) in JEE paper 2 and around 100 to 120 score in NATA?,1700,a year ago
Can I pursue B.Arch after completing LPUNEST?,775,a year ago
Which institute is better for B.Tech in terms of placement: Lovely Professional University or Anna University?,336,a year ago
Can I get admission in LPU without fulfilling 10+2 eligibility criteria?,69,a year ago
What is the placement record for MBA?,98,a year ago
Is LPU good for B.Tech CSE?,150,a year ago
Is LPU best for aerospace engineering and placement?,514,a year ago
"Which private colleges provide good placements for B.Tech in biotech other than LPU, VIT, Amity and Manipal?",257,a year ago
Which one is better for CSE between MIT-Pune and LPU?,733,a year ago
Is LPU good for B.Tech in CSE or not?,211,a year ago
Is it worth to pursue B.Tech from LPU? What is the placement record?,515,a year ago
Is LPU good for B.Tech CSE?,284,a year ago
Do IIM and other B school provide placements to Nepalese or foreign students?,71,a year ago
What is the average placement for M.Sc. Agriculture at LPU?,14,a year ago
Which university is better for B.Tech among LPU and Chandigarh University?,1100,a year ago
"What is the syllabus for LPU entrance test, Chitkara entrance test and CU entrance test? If all 3 test have the same syllabus what is it?",1500,a year ago
Can I get admission in LPU?,200,a year ago
"Which university is better for B.Tech and having good placements: Lovely Professional University, Amity University, & SRM University, Delhi?",916,a year ago
Which one is good for MBA lpu or ipu ??,533,a year ago
"Which university is better for BCA among LPU, Chitkara and Chandigarh University?",370,a year ago
Is LPU best for CSE?,370,a year ago
What would be the total cost for studying?,399,a year ago
"I got 82 percentile in JEE and applied for LPU-NEST. I think my board percentage also goes well, so can I get a scholarship in all 3 ways?",316,a year ago
When is the last date for applying to LPU-NEST? Is there exam centre for LPUNEST in Tripura?,207,a year ago
Which college is better LPU vs MIT Jaipur for a B.Tech CSE?,98,a year ago
"I have scored 77% in 12th, now I want to do B.Tech CSE from LPU but I have not applied for JEE Mains and LPU-NEST.",1500,a year ago
Is LPU is recognised by UGC?,444,a year ago
Is it worth pursuing B.Tech CSE from LPU?,547,a year ago
Which is the best institute for hotel management among Chitkara University and LPU?,305,a year ago
Which is a better university for BCA among Chitkara University and LPU?,357,a year ago
Which college should I choose to pursue B.Tech in CSE: LPU or Galgotias? Is it worth living 4 years in Punjab?,283,a year ago
How is BPT course at LPU as compared to others?,117,a year ago
Can I get admission in LPU on the basis of class 12th marks or UPSEE without giving LPU-NEST?,511,a year ago
How is Chemical Engineering at LPU?,68,a year ago
What is the minimum package that an MBA student can get at the LPU?,85,a year ago
Is CSE from LPU University worth? I secured 1400 rank in LPU NEST.,120,a year ago
How many seats are available for B.Tech in CSE at LPU?,975,a year ago
What will be the expenses to study B.Tech (lateral entry) in LPU? I scored 9.5 CGPA aggregate in 10th  and 83% in my Diploma.,309,a year ago
Is it a right decision to join LPU? I have not qualified JEE Mains.,323,a year ago
After class 10th in which courses we can take admission in LPU?,380,a year ago
Which university is good in terms of placements Lovely Professional University or Chandigarh University?,71,a year ago
Which is a better option among pursuing B.Tech in computer science from LPU and pursuing BCA from VIT?,2000,a year ago
How is LPU for pursuing B.Tech? How are its placement packages?,319,a year ago
How is LPU for providing management studies like BBA?,893,a year ago
Will I be eligible to pursue BBA from LPU if I have less than 40% in class 12th?,544,a year ago
Is LPU good for M.Sc zoology?,101,a year ago
Is it worth pursuing B.Pharma from LPU?,307,a year ago
Should I go for LPU for CSE or go for any other college as I have heard a lot of rumors about it? But LPU has a good placement record.,1400,a year ago
Is swimming facility in LPU for girls any good?,106,a year ago
Can this college provide placement above Rs.10 LPA to a good CSE student?,311,a year ago
"What if I get 55% in board exam, will I get admission in LPU?",515,a year ago
Is it compulsory for all to appear for LPUNEST entrance exam?,1100,a year ago
Is LPU good for BBA programme?,461,a year ago
Is LPU a good college for nutrition and dietetics?,77,a year ago
"Do we have to give LPU-NEST for M.Sc in nutrition and dietetics? If yes, then what's the syllabus? But I want to give lpu nest for MSc.",687,a year ago
"Can I do B.Tech in CSE with 12th 50-55%? If no, then  what should I do? I want to become Software Engineer.",1300,a year ago
How good are the facilities of LPU for students?,191,a year ago
Can my friend get direct admission in LPU without giving LPU-NEST with 89.4% (CBSE) in class 12th?,222,a year ago
"Which university is having good infrastructure LPU, CU or DU?",307,a year ago
Which is a better university to pursue B.Tech in CSE among LPU and Amity University?,772,a year ago
"Which is a better university for CSE: SRM, Chennai or Lovely Professional University?",1200,a year ago
Which is the best college for placements among UPES and LPU?,552,a year ago
For B.Tech computer science which university is best LPU or Amity?,364,a year ago
How is B.Arch at LPU?,476,a year ago
Which institute is better: LPU or ITER?,648,a year ago
What will be the exact fees of LPU along with hostel fees for B.Tech in computer science for four years?,570,a year ago
Is it a good choice to pursue B.Sc in agriculture from LPU?,361,a year ago
Which is the best college for B.Tech among LPU and UPES?,2400,a year ago
Which college is better to study B.Tech CSE among LPU and VIT?,409,a year ago
Is LPU recognized by National Council for Teacher Education? Can I pursue regular B.Ed from this college?,234,a year ago
What is the syllabus of LPU-NEST for a medical student?,256,a year ago
"Which college is better for aerospace engineering amongst Chitkara University, Chandigarh University, LPU and Amity University?",1300,a year ago
Which University is best for mpt  Nims jaipur or Lpu,51,a year ago
What is the minimum CGPA required to take full stack web development as a minor in Lovely Professional University?,354,a year ago
"Which colleges best civil eng. Chandigarh university or lpu .  Placement ,",917,a year ago
Which university is best for journalism between LPU and MSU.,399,a year ago
Is civil engineering good at LPU?,266,a year ago
Which one best for IT nirma or lpu.,121,a year ago
I want to is Lpunest an entrance exam for LPU University.,28,a year ago
Which is a better option for aerospace engineering among Manipal or Chandigarh University?,204,a year ago
How is LPU for BBA cousr?,195,a year ago
"Which college is better to pursue MBA in healthcare management- LPU or DAV, Jalandhar?",183,a year ago
Is LPU good for B.Sc. In agriculture?,152,a year ago
How is B.Plan in LPU? What is its scope?,70,a year ago
Is there any Entrance exam for BBA in LPU.,232,a year ago
Is LPU a good university to opt for B.Sc agriculture?,491,a year ago
Can I get into LPU for a bachelor's degree in CSE without giving the entrance exams if I score 80% or above in CBSE?,242,a year ago
Which is a better college for B.Tech in civil engineering among LPU and SRM?,161,a year ago
What is the fee structure in LPU without scholarship for B.Tech in CSE?,211,a year ago
Which one should I choose for BBA CU or LPU?,103,a year ago
How are the hostel facilities at LPU?,1400,a year ago
How is the validity and the future with a Ph.D. from LPU?,39,a year ago
How would a student manage accommodation for a Ph.D. course work at Lovely Professional University?,35,a year ago
How to get admission in LPU for pursuing BPT course? Is there any entrance exam for the same?,307,a year ago
"Which is the best college to pursue CSE: Galgotias College, LPU, Chandigarh University, G L Bajaj or Sharda University?",693,a year ago
I want to study MBA at LPU. But I didn't got my graduation results yet. Can I appear LPU NEST exam?,45,a year ago
Does LPU offer any winter or summer school options to foreign countries?,110,a year ago
Can you suggest me suitable option for BBA North Camp or LPU.,66,a year ago
Do I need to appear for any entrance exams to get admission in Lovely Professional University for B.Tech in mechanical engineering?,216,a year ago
"Which is a better college for MBA in agribusiness in terms of placement, LPU or SIIB?",216,a year ago
Is LPU a good choice for an MBA in Human Resource Management as a fresher? What is its average placement and what about internships?,44,a year ago
Is LPU a good college for ECE engineering?,777,a year ago
How is the placement and average package offered by LPU for B.Tech in civil?,743,a year ago
Is it worth paying too much fees for studying CSE at LPU?,34,a year ago
Is it good to pursue BBA+MBA integrated program from LPU?,421,a year ago
"Which is a better university to pursue B.Pharm course, LPU or CU?",171,a year ago
Is there a need of NOC (No Objection Certificate) if I want to pursue Ph.D. (part time) mode in LPU?,585,a year ago
Is it a good choice to pursue BBA from LPU? How is its placement assistance?,383,a year ago
Which one is better CGC Landran or LPU for B.Tech in CSE?,2100,a year ago
"Which college is better for aerospace engineering amongst Chitkara University, Chandigarh University, LPU and Amity University?",340,a year ago
"Which university is better for B.Tech CSE amongst Galgotias, LPU, Bhartiya Vidyapeeth-Pune, UPES-Dehradun and UPTU?",1100,a year ago
Is CSE better group to study in lpu? How are the placements of CSE students in LPU?,540,a year ago
What is the importance of NIRF Ranking for a university? Which university is having better NIRF Ranking? Chandigarh University or LPU?,56,a year ago
"Which one is better for B.Pharma among LPU, Sharda and Amity University?",1000,a year ago
Can we go to LPU by our board marks?,55,a year ago
Do we need to pay extra charges for placements?,229,a year ago
"Which is a better college for CSE among SRM-Chennai, VIT-Vellore, LNMIIT-Jaipur, LPU and Nirma University?",1200,a year ago
How much does LPU credit transfer programme cost for all 4 years B.Tech?,166,a year ago
Which is better between lpu and iibs Bangalore for MBA or PGDM interms of placements and is it worth paying 7 Lacs as tuitionfees for iibs?,259,a year ago
Which college is better for CSE- LPU or Panjabi University-Patiala or Baba Banda Singh Bahadur?,318,a year ago
"Which college has good placement opportunities amongst Chitkara, CU and LPU in M.Com?",192,a year ago
I want to pursue MBA from LPU and done graduation. If I appear in CAT exam and just passed then can I get admission without entrance test?,227,a year ago
How much does it cost to study at LPU for four years?,19,a year ago
"Which branch is better in B.Tech amongst IT, civil, electrical and mechanical?",209,a year ago
Does LPU provide admission on the basis of JEE-Mains rank and percentile?,206,a year ago
"Which is a better college among LPU, AKGEC and KIET for B.Tech in CSE?",932,a year ago
Which college is better for computer science engineering: LPU or MS Ramaiah Institute of Technology?,398,a year ago
What is the fee structure to pursue B.Tech in CSE at LPU as my IPE score is 940? Can I get a scholarship?,212,a year ago
Which should I select for a B.Tech - Thapar University or LPU?,64,a year ago
Will I get direct entry in LPU for MBA? I got 81% in B.Com from Delhi University.,122,a year ago
What is total 3 years fees for BBA at Lovely Professional University(LPU) including hostel ?,425,a year ago
How is LPU NEST beneficial for the students?,55,a year ago
Which is better for CSE: LPU or Chandigarh University? Is Chandigarh University a fraudulent university?,55,a year ago
"Which university is better between Veltech, ICFAI, KLU, and LPU?",184,a year ago
Which university certificate in BBA has more value LPU vs Manipal vs SRM vs Sharda vs Amity vs Symbiosis?,1600,a year ago
The highest Package offered to B.Tech CSE at LPU.,414,a year ago
Is B.Tech in mechanical or automobile engineering from LPU better? I have completed Diploma in mechanical engineering in AP.,77,a year ago
"Can I know about the LPU, Punjab?",130,a year ago
Which is best university for pursuing agriculture course - CU or LPU?,352,a year ago
Does LPU offer any part-time PhDs?,57,a year ago
"Which is the best university for agriculture among lpu, amity, CU & sharda University.",513,a year ago
What is the admission procedure of LPU for CSE branch?,203,a year ago
Can I get admission in LPU to pursue BBA or hotel management?,376,a year ago
Is LPU good for mechanical engineering?,396,a year ago
Can students earn in LPU while studying?,292,a year ago
Is LPU a better choice for studying a B.Sc. In Physics?,371,a year ago
"Which is better for a Master of Physical Education, Amity Noida or LPU?",298,a year ago
Am I eligible for taking admission in BBA? I have passed 12th with 69.2% but in english I got only 53 marks.,382,a year ago
What is the UGC ranking of LPU?,296,a year ago
What are the accreditation and affiliations of LPU?,62,a year ago
Which is a better option among LPU and NDIM for BBA?,341,a year ago
Is LPU good to pursue B.Tech? How are its placements?,149,a year ago
Kindly put some light with respective to MBA programme in LPU?,306,a year ago
Does LPU offer B.A in international culinary arts course?,180,a year ago
How are the faculty members at LPU?,229,a year ago
"I would like to do B.Tech in computer science. Which university is better for me HBTU, PSIT or LPU? Which is better?",149,a year ago
"Does vit is better than manipal,srm,lpu",299,a year ago
Am I eligible to take admission in LPU university if I scored 60% in 12th?,88,a year ago
How much of CGPA is required to be maintained in order to get good placement in LPU?,747,a year ago
How about BBA from Parul University or LPU? Which option is better.,175,a year ago
Does LPU have better placement and faculty for BBA in comparison to ASM (CSIT) Pune and MIT (ACSC) Pune?,358,a year ago
What is the minimum and average salary package of LPU and GLA?,343,a year ago
"Which is a better university to pursue B.Tech, Ambala University or LPU?",155,a year ago
"Which college is best to pursue B.Tech CSE amongst MSRIT, BMS and LPU?",145,a year ago
Is there a holiday every Saturday at LPU?,514,a year ago
What is the seating arrangement of LPU? Can girls and boys sit together?,144,a year ago
Does LPU offer any scholarship to orphan students?,158,a year ago
Is LPU good for pursuing B.Tech for ECE?,171,a year ago
Does northeast students get any benefit in terms of eligibility in bsc hons agriculture programme offered by LPU in 2021 admission session?,164,a year ago
Can we live out of lovely professional university hostel?,66,a year ago
I want to know whether my JEE Mains scholarship at LPU is valid throughout the course if and only if a particular CGPA is maintained?,46,a year ago
What is the average package for civil in LPU?,292,a year ago
"IS LPU, SRM or VIT good for mechanical engineering?",160,a year ago
How are placements in LPU for fashion designing?,113,a year ago
Which is the best college / university for B.Com in Punjab?,42,a year ago
Which course is better among BBA and B.Com?,55,a year ago
What are the good things about pharmaceutical dept. Of LPU?,105,a year ago
How much of CGPA is required to be maintained in order to get good placement in LPU?,611,a year ago
Is LPU the best for aerospace engineering?,45,a year ago
B.Tech Civil Engineering at LPU Is better or at SRM.,435,a year ago
"Can I know which would be better, MBA from LPU or MIM from Europe?",33,a year ago
Can I know if LPU is better for a CSE course than JSS Noida?,49,a year ago
"Which is the best college for BBA among LPU, GGSIPU, and Amity-Noida?",250,a year ago
Describe the Scholarships being provided by LPU.,455,a year ago
Is it necessary to qualify LPUNEST in order to pursue MBA from LPU?,107,a year ago
Which branch of engineering should I pursue in LPU?,234,a year ago
Which option is better in terms of placement: ECE from VIT or CSE from LPU?,325,a year ago
Can I know which is better LPU or Manipal Sikkim and why?,35,a year ago
"Can I get a scholarship for a second degree by taking the LPUNEST, as I took a dual degree program at LPU?",47,a year ago
How good is LPU for MBA in terms of placements?,522,a year ago
Which is better for CS engineering: LPU or Thapar?,279,a year ago
Is the university good enough and does it provide with 100% scholarship? Is it reliable?,161,a year ago
Can I do a chartered accountancy at LPU?,100,a year ago
I want to know whether I should join Chandigarh university or Lovely professional university.,49,a year ago
How is P.C.T.E group of institutions for MBA? Is it better than Doon or LPU?,225,a year ago
What is the eligibility criteria for admission in MBA Healthcare at LPU?,40,a year ago
"I want to do MBA, but I did not give any CAT or MAT exam. Can I get admission in LPU?",745,a year ago
Can a student take admission in LPU in B.Arch course if he/she has scored marks less than 60% in physics or chemistry in class 12?,150,a year ago
What is the last date to apply for MBA in Lovely Professional University?,1100,a year ago
Will I get a scholarship in LPU based on my 10th marks for a B.Sc. In agriculture?,53,a year ago
Is LPU-NEST scholarship for every semester?,1200,a year ago
I got 85 percentage in my 12th board. Will I get scholarship from LPU? I am from open category.,1700,a year ago
How is LPU for BBA LLB?,39,a year ago
Does LPU have study abroad option?,480,a year ago
How is the hostel and food in LPU?,959,a year ago
What is the eligibility criteria and fees for B.Tech ( CSE) in LPU?,91,a year ago
Are there students from Kerala studying in LPU?,554,a year ago
Which is better in terms of placement among CU and LPU?,34,a year ago
I can't speak English fluently. Can I get admission in LPU for B.Sc in maths?,89,a year ago
What is the future prospect of CSE in LPU?,89,a year ago
"Can I know which university will be the best to join LPU, GITAM, or Parul University?",47,a year ago
Is LPU best to study?,280,a year ago
Does LPU provide B.Tech in mechanical engineering?,551,a year ago
What is the ranking of LPU?,370,a year ago
What is the last date to apply for BBA in Lovely Professional University?,142,a year ago
"I am a Diploma student and have scored 96.34 percentile in January JEE Mains paper-2, will I get a seat in LPU?",191,a year ago
Is it good or not to pursue MBA after B.Tech?,33,a year ago
"My pcm % is 56 overall is 65 I want to do engineering, is Galgotia special CSE is a good option? Or Lpu?",25,a year ago
What is the tuition fee per year at LPU?,44,a year ago
"What is the required score in HSC and JEE Mains to get admission in VIT, BITS, DTU, NIT-Bhopal, LPU or SRM for CSE?",2000,a year ago
"Which university is better to pursue B.Sc in agriculture, Amity University or Lovely Professional University?",956,a year ago
"Which is a better option for B.Tech among LPU, Galgotias and Sharda University?",421,a year ago
"Amongst Chandigarh University, Chitkara and LPU, which one is good for doing a M.Com?",155,a year ago
"I want to know why many people answered very bad about LPU like it's a fraud university, is it true, should I take admission in LPU.",81,a year ago
Is LPU the best college for civil engineering?,483,a year ago
Is LPU degree valid abroad?,438,a year ago
Is LPU best for engineering or not?,275,a year ago
How are the faculties over there? Is it good?,376,a year ago
Is LPU a good option for civil engineering?,471,a year ago
What is the rank of LPU all over India?,238,a year ago
Is Lovely Professional University a better option in private colleges if I want to pursue a B.A. LLB?,77,a year ago
What is the ranking of LPU?,322,a year ago
How is the placements of B.Tech Mechanical Engineering at LPU?,816,a year ago
"Which university is better for UID- industrial design course, Chandigarh University or LPU?",152,a year ago
"Can I know is there any discrimination at LPU regarding the color, caste, and looks of individuals?",95,a year ago
Is LPU good to pursue B.Tech in Civil Engineering?,441,a year ago
"Is a biology student eligible for BBA and MBA integrated program? If yes, then how? What is the admission process?",4000,a year ago
Can I apply on the basis of class 12th marks for BA LLB?,557,a year ago
"Can I know, are things too expensive in the LPU University mall?",50,a year ago
"Which is the best for CSE among VIT, Amrita, Manipal, LPU, Amity and Sharda?",45,a year ago
"Which college is good among PEC University, LPU, CU and CGC? What is the rank of these colleges?",2000,a year ago
Can a female student live alone in a hostel room at LPU?,45,a year ago
B.Tech Civil Engineering at LPU Is better or at SRM.,258,a year ago
Will there be any problem in campus placements? LPU is not approved by AICTE.,121,a year ago
How are the lab facilities at LPU for CSE students?,53,a year ago
Can I do B.Tech from LPU after Diploma and what is the eligibility criteria after Diploma?,49,a year ago
I have 65% marks in 12th with a compartment in maths. Can I get admission in LPU for CSE?,83,a year ago
What is Reckoner that the LPU team has designed? There is so much buzz about it.,34,a year ago
How is Automobile engineering at LPU? I want to know about placements.,515,a year ago
Are mobile phones allowed or not inside the hostel of LPU?,425,a year ago
Which college is better for B.Com: BHU or Christ or Symbiosis or Amity or LPU?,770,a year ago
How is the placements of B.Tech Mechanical Engineering at LPU?,385,a year ago
I am a dropper. Will LPU accept me for next academic year?,405,a year ago
What is the cutoff required for applying in LPU MBA program?,191,a year ago
Why is LPUs hotel management programme a hot favourite of global hospitality companies?,52,a year ago
Which institute is better for MBA - LPU or CU?,567,a year ago
Why LPU's name is not there in the NIRF ranking?,1300,a year ago
What is the donation in lpu university for computer science,1200,a year ago
What is the cost of international exchange programme in civil at LPU?,66,a year ago
Is Maths compulsory for BBA in LPU?,519,a year ago
"IS LPU, SRM or VIT good for mechanical engineering?",87,a year ago
What are the minimum math marks required in LPU?,40,a year ago
I want to know if LPU really has a 20-Lacs package.,27,a year ago
Is it worthy to take PhD course in management from LPU?,353,a year ago
Does LPU provide Scholarships to students?,121,a year ago
Which college is good for engineering among LPU and JKLU Jaipur?,634,a year ago
Which is the best option for CSE: LPU or Amrita?,53,a year ago
What is the placement record of agriculture course in LPU?,70,a year ago
"Which college has better placements, BITS Pilani or LPU Hyderabad campus?",46,a year ago
Which companies visit LPU for the placement of BBA LLB?,330,a year ago
"Is the scholarship we get in LPU only on tuition fees/annual session fees or also on other charges like mess fee, room fees, etc. ?",35,a year ago
Can I know which university is better LPU (lovely professional university) or MMM Gorakhpur?,45,a year ago
Can I do B.Tech from LPU after Diploma and what is the eligibility criteria after Diploma?,591,a year ago
What are the career options for a B.Tech food technology student after completing their course from LPU?,26,a year ago
Is CSE from LPU University worth? I secured 1400 rank in LPU-NEST.,680,a year ago
What are the things I have to buy or carry from home before going to the LPU hostel?,35,a year ago
What is the ranking of LPU?,529,a year ago
What is the scope of doing the integrated BBA-MBA programme from LPU?,253,a year ago
Can I take admission in LPU without giving LPU-NEST? I'm expecting to get around 70-79% in my 10+2 board exam.,3200,a year ago
Is there any additional fee for coursework at LPU?,22,a year ago
"Which college is better for B.Tech in ECE: UEM, Jaipur or LPU?",83,a year ago
What is the last date to apply for bachelor of designing (fashion designing) course? How can I get LPU-NEST sample  papers for this exam?,468,a year ago
What is the fee structure of fashion designing in LPU?,3700,a year ago
How is LPU for an M.Com and how are its placements?,17,a year ago
Which option should I choose for Mechanical Engineering SRM or LPU?,132,a year ago
Does LPU have study abroad option?,441,a year ago
Is LPU worth joining for MBA?,36,a year ago
Can I know what qualities make LPU different from other colleges?,38,a year ago
What is LPU? Where is it located?,423,a year ago
"Is Lovely Professional University, Punjab a good college for MBA?",163,a year ago
I wanted to ask about the MBA in healthcare management course of LPU. Is it good? Will I get a good placement after MBA there?,281,a year ago
"Which one is best in terms of placements in CSE B.Tech among LPU, Chitkara university and Mait?",335,a year ago
I want to know about the latest cutoff information for Bachelor of Computer Application (BCA) at LPU Jalandhar.,41,a year ago
Can I do a course journalism and mass communication after 12th?,104,a year ago
Can I pursue B.Tech in computer Science and engineering from Lovely Professional University?,124,a year ago
I got 59.80%. Can I get admission in LPU for B.Com (Hons). ?,55,a year ago
Which university is better among LPU and Panjab University?,101,a year ago
Is there any scope of doing MBA from Lovely Professional University?,31,a year ago
What is the exam center of LPU?,29,a year ago
"Which college should I consider for computer Science and engineering : RTU Kotak, LPU, College of Technology and Engineering (CTAE) Udiapur?",165,a year ago
Which is better between LPU and IIBS Bangalore for MBA or PGDM in terms of placements?,128,a year ago
"Which college is the best for a B. Architecture programme, LPU or BIT Mesra?",66,a year ago
Is LPU good for MCA placement?,337,a year ago
Is there any entrance exam for admission in BCA at LPU?,294,a year ago
"Which college is better for B.Tech in ECE: UEM, Jaipur or LPU?",108,a year ago
What is LPU national entrance and scholarship test?,319,a year ago
Which are the various categories on which LPU offer scholarship?,156,a year ago
Parking facility for students is available at LPU?,255,a year ago
Do I need to pay the total fees at once in Lovely Professional University?,223,a year ago
How is the placement in LPU for B.Ed students?,489,a year ago
"I have shortlisted four colleges to pursue my MBA I. e SRM, LPU, Amritha and D. Y Patil, Pune for MBA. Suggest me which will be better?",94,a year ago
What was the highest package offered for a CSE at LPU Jalandhar?,867,a year ago
What is the scope of pursuing MBA after B.Tech?,36,a year ago
Can I leave the LPU hostel after the first semester?,72,a year ago
What is the ranking and accreditation of LPU?,435,a year ago
Is there any LPU student who can help me to understand the whole cycle of this university?,40,a year ago
Which is a better option for B.Sc in hotel management among SRM and LPU?,465,a year ago
